Position(bp)	Rate(cM/Mb)	Map(cM)	Filtered
   111955	0.331927965185	0.0	0
   116433	0.271139283973	0.00148637394633	0
   122217	0.271009725829	0.00305464418671	0
   126070	0.271061549086	0.00409884396071	0
   126402	0.271061549086	0.0041888350476	0
   128168	0.267330274536	0.00466753166075	0
   129166	0.26528325586	0.00493432556457	0
   131522	0.262484799947	0.00555933478101	0
   135331	0.262070213886	0.0065591375702	0
   135656	0.260645074301	0.00664431168529	0
   135708	0.260126841724	0.00665786346717	0
   135853	0.257846618388	0.00669558302524	0
   140722	0.253959874065	0.00795103771785	0
   143253	0.247300585458	0.00859380935585	0
   148325	0.242014613179	0.00984811875447	0
   148576	0.233852450101	0.00990886597707	0
   151518	0.231053994188	0.0105968585897	0
   151929	0.229317915057	0.0106918221182	0
   154552	0.228773770852	0.0112933217138	0
   157314	0.229162445284	0.0119251949207	0
   158202	0.242325552725	0.0121286918976	0
   158946	0.437854703801	0.0123089824198	0
   158971	0.656652497558	0.012319930083	0
   159076	1.00687407269	0.0123888783361	0
   159404	1.41262426838	0.0127191324101	0
   159411	1.76077291321	0.0127290202876	0
   161960	2.01369632212	0.0172172305211	0
   162102	2.28276267579	0.0175031757098	0
   162845	0.095898938263	0.0191992680151	0
   173835	0.0941887707609	0.0202531976058	0
   177393	0.0939814777303	0.0205883204748	0
   178434	0.0924526916299	0.0206861550117	0
   178499	0.0914162264771	0.0206921639184	0
   185171	0.091286668333	0.0213020951581	0
   185358	0.091286668333	0.0213191657391	0
   186795	0.091286668333	0.02145034336	0
   187565	0.0913125799618	0.0215206338355	0
   188805	0.0913125799618	0.0216338624712	0
   203471	0.0906907008701	0.0229730531835	0
   214721	0.0779680911195	0.0239933235683	0
   215665	0.0680698489103	0.0240669255499	0
   217081	0.0600890672337	0.0241633116268	0
   218336	0.0527819879064	0.0242387222402	0
   219332	0.0479883365747	0.0242912943439	0
   230625	0.0475737505136	0.024833225696	0
   235327	0.0475737505136	0.0250569181964	0
   246933	0.0479883365747	0.0256090587303	0
   248285	0.0481697179765	0.0256739388577	0
   252693	0.0485324807799	0.0258862717001	0
   260044	0.0500094436227	0.0262430333703	0
   261145	0.0517196111248	0.0262980929904	0
   261795	0.0544662437797	0.0263317107376	0
   268264	0.064934541823	0.0266840544752	0
   273202	0.0872962774947	0.0270047005172	0
   273344	0.109994864341	0.0270170966404	0
   279248	0.110176245743	0.0276665068377	0
   281247	0.108103315437	0.0278867479092	0
   282211	0.105123478123	0.027990959298	0
   289850	0.103309664106	0.0287939995425	0
   291134	0.103154194333	0.028926648944	0
   293679	0.104682980433	0.0291891752025	0
   294953	0.147877665676	0.029322542356	0
   295334	0.258183469563	0.0293788846018	0
   295575	0.437103266565	0.029441106196	0
   297633	0.663234051278	0.0303406646668	0
   307391	0.663959576885	0.0368125007772	0
   307807	0.663959576885	0.0370887083758	0
   308491	0.663959576885	0.0375428563118	0
   310225	0.651159232248	0.0386941643947	0
   313304	0.538625028282	0.0406990818569	0
   313504	0.368852036253	0.0408068068626	0
   315644	0.204261369988	0.0415961502202	0
   317501	0.203302639722	0.0419754653721	0
   318677	0.20467595605	0.0422145493801	0
   320954	0.228514654564	0.0426805959361	0
   321617	0.25846849748	0.0428321012298	0
   323283	0.303451085112	0.043262708451	0
   325134	0.313556620351	0.0438243974201	0
   325841	0.323584420705	0.0440460817693	0
   326894	0.333145811739	0.0443868170971	0
   327780	0.330865588403	0.0446819842345	0
   329493	0.325320499836	0.0452487570652	0
   330701	0.317728392591	0.0456417431925	0
   331398	0.313608443609	0.0458631995194	0
   332199	0.30303649905	0.046114399805	0
   334063	0.294641131313	0.0466792603574	0
   334799	0.260593251043	0.0468961173702	0
   335956	0.233541510555	0.047197622492	0
   336607	0.207370765447	0.0473496589741	0
   337670	0.192005169557	0.0475700943828	0
   338553	0.179541676094	0.0477396341701	0
   340110	0.175162610823	0.0480191791865	0
   346300	0.175214434081	0.0491034357475	0
   353306	0.175395815483	0.0503309887982	0
   357599	0.175629020142	0.0510839625936	0
   358143	0.175991782946	0.0511795065425	0
   359078	0.175991782946	0.0513440583413	0
   363767	0.175991782946	0.0521692841225	0
   364707	0.176017694575	0.0523347143255	0
   370400	0.17612134109	0.0533367843823	0
   373048	0.17612134109	0.0538031548336	0
   377161	0.17612134109	0.0545275403289	0
   380594	0.176147252719	0.0551321648669	0
   384307	0.176147252719	0.05578620029	0
   385140	0.176147252719	0.0559329300705	0
   389817	0.176224987605	0.0567567721707	0
   397754	0.178919797002	0.0581554689386	0
   402317	0.198871751194	0.0589718795836	0
   406942	0.255255455506	0.0598916620807	0
   407584	0.338457695647	0.0600555349948	0
   408308	0.377739724939	0.0603005786774	0
   411928	1.03967819478	0.0616679975182	0
   412449	1.17094650638	0.062209669754	0
   413010	1.12855508163	0.0628665710032	0
   413440	0.436196359557	0.06335184917	0
   415242	0.419638828741	0.0641378758391	0
   418544	0.416192582108	0.0655235235108	0
   420792	0.415752084418	0.0664591224661	0
   422146	0.414223298317	0.0670220526022	0
   423211	0.41196898661	0.067463200674	0
   423555	0.409455558614	0.0676049165543	0
   423671	0.406294339898	0.06765241257	0
   424398	0.403444060728	0.0679477895915	0
   425667	0.392716646397	0.0684597593272	0
   426966	0.366053580341	0.068969899702	0
   429932	0.358565119612	0.0700556150877	0
   429977	0.347060356416	0.0700717502589	0
   431161	0.329803211621	0.0704826698246	0
   431732	0.318142978652	0.0706709877694	0
   431970	0.305213075871	0.0707467041399	0
   432608	0.298372405863	0.0709414300305	0
   434636	0.272227572383	0.0715465287514	0
   442599	0.086829868176	0.0737142774803	0
   443721	0.0306534568941	0.0738117000223	0
   453567	0.0306275452653	0.0741135160837	0
   455766	0.0312235127282	0.0741808655893	0
