chr	pos	rate	map
chr10	158946	0.076863	0.0
chr10	162102	0.011809	0.000243
chr10	230625	0.079811	0.001052
chr10	279248	0.036013	0.004932
chr10	291134	0.410738	0.005361
chr10	294165	0.129941	0.006605
chr10	313304	0.033757	0.009092
chr10	325841	0.056142	0.009516
chr10	357849	0.250486	0.011313
chr10	373048	0.15573	0.01512
chr10	407584	0.029527	0.020498
chr10	423555	0.080976	0.02097
chr10	435880	0.04979	0.021968
chr10	466286	0.47103	0.023482
chr10	468599	0.138072	0.024571
chr10	487973	0.098325	0.027246
chr10	556129	0.112077	0.033947
chr10	559315	0.06801	0.034305
chr10	567325	0.130833	0.034849
chr10	570172	0.031217	0.035222
chr10	592283	0.104645	0.035912
chr10	595504	0.033286	0.036249
chr10	616610	0.137581	0.036952
chr10	618685	0.149121	0.037237
chr10	621338	0.165585	0.037633
chr10	623410	0.575529	0.037976
chr10	626782	0.863499	0.039916
chr10	633495	1.645628	0.045713
chr10	636509	1.50903	0.050673
chr10	641961	1.131208	0.0589
chr10	642943	1.32726	0.060011
chr10	645916	1.354248	0.063957
chr10	662688	0.94137	0.086671
chr10	699089	0.079544	0.120937
chr10	712617	0.052239	0.122013
chr10	734229	0.521729	0.123142
chr10	742145	0.874762	0.127272
chr10	743836	1.032325	0.128752
chr10	744039	5.759374	0.128961
chr10	747115	8.657406	0.146677
chr10	749238	22.304773	0.165057
chr10	752193	1.34697	0.230967
chr10	752398	45.973294	0.231243
chr10	754033	0.363969	0.30641
chr10	756109	1.148501	0.307165
chr10	756187	0.858897	0.307255
chr10	756757	62.14784	0.307745
chr10	756887	1.166798	0.315824
chr10	756996	0.631153	0.315951
chr10	757525	0.383854	0.316285
chr10	758971	0.561362	0.31684
chr10	759268	1.073467	0.317007
chr10	759276	0.158251	0.317015
chr10	762872	1.00582	0.317584
chr10	766909	2.910809	0.321645
chr10	767395	0.146662	0.323059
chr10	770979	0.160788	0.323585
chr10	773966	0.134542	0.324065
chr10	775824	0.846471	0.324315
chr10	776394	1.261977	0.324798
chr10	776544	0.421366	0.324987
chr10	778091	0.385233	0.325639
chr10	781124	0.279722	0.326807
chr10	797509	0.305662	0.331391
chr10	798184	0.187398	0.331597
chr10	800213	0.198073	0.331977
chr10	802272	0.234008	0.332385
chr10	803721	0.402125	0.332724
chr10	804315	1.950518	0.332963
chr10	813426	2.517329	0.350734
chr10	815149	1.532746	0.355071
chr10	815221	0.772385	0.355182
chr10	819904	0.988258	0.358799
chr10	820868	6.204818	0.359752
chr10	828288	6.094324	0.405791
chr10	831747	1.048614	0.426872
chr10	834626	1.628373	0.429891
chr10	834736	0.499929	0.43007
chr10	837450	1.15433	0.431426
chr10	838378	0.991324	0.432498
chr10	849979	1.114682	0.443998
chr10	861390	0.519632	0.456718
chr10	863964	0.107425	0.458055
chr10	878895	0.119104	0.459659
chr10	886259	0.047911	0.460536
chr10	901244	0.068198	0.461254
chr10	920441	0.107839	0.462563
chr10	936103	0.794473	0.464252
chr10	937047	0.284234	0.465002
chr10	944496	0.640146	0.46712
chr10	956400	0.409736	0.47474
chr10	957211	0.816463	0.475072
chr10	970524	0.127289	0.485942
chr10	991737	0.123821	0.488642
chr10	994753	0.045254	0.489015
chr10	1008627	0.160345	0.489643
chr10	1010464	0.075634	0.489938
chr10	1016601	0.131952	0.490402
chr10	1019115	0.084501	0.490734
chr10	1024214	0.075988	0.491165
chr10	1032568	0.088769	0.491799
chr10	1040138	0.050432	0.492471
chr10	1056252	0.875634	0.493284
chr10	1065710	0.280632	0.501566
chr10	1067284	4.6044	0.502007
chr10	1068802	0.083367	0.508997
chr10	1073684	1.230845	0.509404
chr10	1084360	0.07439	0.522544
chr10	1089616	0.133812	0.522935
chr10	1091195	0.069126	0.523147
chr10	1096538	0.110923	0.523516
chr10	1110464	3.596028	0.525061
chr10	1116294	0.086163	0.546026
chr10	1132215	0.118278	0.547397
chr10	1142208	0.872262	0.548579
chr10	1142424	0.113373	0.548768
chr10	1144630	0.040382	0.549018
chr10	1155767	0.204207	0.549468
chr10	1156487	0.046315	0.549615
chr10	1166400	0.444506	0.550074
chr10	1166687	0.210082	0.550201
chr10	1168267	2.529525	0.550533
chr10	1168563	1.526665	0.551282
chr10	1170304	1.94359	0.55394
chr10	1171734	4.78639	0.556719
chr10	1172839	6.57372	0.562008
chr10	1173670	3.130226	0.567471
chr10	1180935	0.315969	0.590212
chr10	1181623	0.32804	0.590429
chr10	1182123	8.353593	0.590593
chr10	1185306	0.228597	0.617183
chr10	1188555	0.061852	0.617926
chr10	1197752	0.155786	0.618495
chr10	1199671	0.0568	0.618793
chr10	1206834	0.987888	0.6192
chr10	1207392	0.270216	0.619752
chr10	1214078	0.357908	0.621558
chr10	1218030	0.580828	0.622973
chr10	1218114	0.191802	0.623021
chr10	1219013	0.55284	0.623194
chr10	1219153	2.31876	0.623271
chr10	1223742	5.70901	0.633912
chr10	1224336	0.460619	0.637303
chr10	1224599	6.693394	0.637424
chr10	1226783	0.102735	0.652043
chr10	1229868	0.201104	0.65236
chr10	1230968	0.441726	0.652581
chr10	1239549	1.677619	0.656371
chr10	1240519	3.284254	0.657999
chr10	1240966	0.133044	0.659467
chr10	1244020	0.445039	0.659873
chr10	1244414	9.502704	0.660048
chr10	1246883	0.518765	0.683511
chr10	1247022	0.13848	0.683583
chr10	1249986	0.456741	0.683993
chr10	1250184	0.083805	0.684084
chr10	1256160	0.302127	0.684584
chr10	1256632	0.039039	0.684727
chr10	1279272	0.202114	0.685611
chr10	1280409	0.901717	0.685841
chr10	1282828	3.263269	0.688022
chr10	1285054	2.330849	0.695286
chr10	1293100	0.929338	0.71404
chr10	1300253	0.619394	0.720687
chr10	1306220	0.295192	0.724383
chr10	1306745	0.208378	0.724538
chr10	1314548	0.442484	0.726164
chr10	1316520	0.330627	0.727037
chr10	1322617	0.114724	0.729053
chr10	1325411	0.171537	0.729373
chr10	1327807	0.189202	0.729784
chr10	1329985	2.08293	0.730196
chr10	1330013	28.73762	0.730255
chr10	1332488	1.62355	0.80138
chr10	1332768	7.41168	0.801835
chr10	1334277	21.97141	0.813019
chr10	1335849	4.509856	0.847558
chr10	1337709	0.362425	0.855947
chr10	1338152	1.169588	0.856107
chr10	1338168	31.4402	0.856126
chr10	1339022	1.863886	0.882976
chr10	1340620	2.009335	0.885954
chr10	1341262	1.518324	0.887244
chr10	1341691	0.618603	0.887896
chr10	1343017	1.517963	0.888716
chr10	1343198	1.120042	0.888991
chr10	1343726	0.540686	0.889582
