chr	pos	rate	map
chr13	19260565	0.266614	0.0
chr13	19267289	0.123668	0.001793
chr13	19293305	0.009218	0.00501
chr13	19458371	0.072119	0.006532
chr13	19468896	0.348862	0.007291
chr13	19496434	0.061535	0.016898
chr13	19509431	0.831426	0.017697
chr13	19514214	0.577795	0.021674
chr13	19523949	0.467871	0.027299
chr13	19526947	0.124332	0.028702
chr13	19529558	0.704564	0.029026
chr13	19529644	0.446401	0.029087
chr13	19533776	0.303267	0.030931
chr13	19541910	1.634664	0.033398
chr13	19542317	0.030124	0.034064
chr13	19569428	0.172554	0.03488
chr13	19573146	0.126923	0.035522
chr13	19584477	3.84575	0.03696
chr13	19586754	0.539234	0.045717
chr13	19594024	0.287191	0.049637
chr13	19611008	0.077949	0.054515
chr13	19618079	0.664692	0.055066
chr13	19618304	0.906343	0.055215
chr13	19622143	1.827566	0.058695
chr13	19623713	0.781432	0.061564
chr13	19626534	3.579167	0.063768
chr13	19626818	3.398343	0.064785
chr13	19626928	1.926301	0.065159
chr13	19631178	0.699657	0.073346
chr13	19631628	0.209355	0.07366
chr13	19633907	1.17721	0.074138
chr13	19633920	0.949829	0.074153
chr13	19634077	0.628918	0.074302
chr13	19634794	0.226969	0.074753
chr13	19640445	2.25994	0.076036
chr13	19641229	1.54076	0.077807
chr13	19645637	4.232175	0.084599
chr13	19646283	17.394535	0.087333
chr13	19650695	0.266018	0.164078
chr13	19655333	0.261769	0.165311
chr13	19659081	0.707683	0.166293
chr13	19660641	2.606801	0.167397
chr13	19668347	3.268651	0.187485
chr13	19669152	0.457317	0.190116
chr13	19670142	0.150246	0.190569
chr13	19675536	0.058799	0.191379
chr13	19700753	0.732728	0.192862
chr13	19700922	0.329972	0.192986
chr13	19702018	0.108245	0.193347
chr13	19707854	0.101452	0.193979
chr13	19714717	0.813342	0.194675
chr13	19730552	2.208977	0.207554
chr13	19731932	1.049721	0.210603
chr13	19734660	0.52607	0.213466
chr13	19744884	1.722619	0.218845
chr13	19746610	0.306016	0.221818
chr13	19747890	0.408109	0.22221
chr13	19748709	0.300324	0.222544
chr13	19751932	1.98729	0.223512
chr13	19752291	2.399435	0.224226
chr13	19758799	2.108292	0.239841
chr13	19764518	1.911637	0.251898
chr13	19771535	0.802107	0.265312
