chr	pos	rate	map
chr7	46239	1.95482	0.0
chr7	53998	0.157949	0.015167
chr7	55170	0.80675	0.015353
chr7	59590	0.188295	0.018918
chr7	60392	0.05661	0.019069
chr7	65325	0.0963	0.019349
chr7	67365	20.12136	0.019545
chr7	67820	0.913147	0.0287
chr7	67985	3.42971	0.028851
chr7	68920	4.306305	0.032058
chr7	81237	4.73376	0.085099
chr7	82139	0.465173	0.089368
chr7	85111	0.108413	0.090751
chr7	93811	0.469004	0.091694
chr7	94119	0.20962	0.091839
chr7	95673	0.091656	0.092164
chr7	98795	0.556896	0.09245
chr7	98977	0.500451	0.092552
chr7	108274	1.701794	0.097204
chr7	109624	2.049416	0.099502
chr7	112608	4.47213	0.105617
chr7	112828	0.708465	0.106601
chr7	113146	1.015798	0.106827
chr7	113319	10.623944	0.107002
chr7	115854	4.25217	0.133934
chr7	120378	0.851261	0.153171
chr7	120458	1.32007	0.153239
chr7	123956	24.902111	0.157856
chr7	125838	0.470331	0.204722
chr7	128206	0.610848	0.205836
chr7	128528	0.110564	0.206033
chr7	139113	0.753745	0.207203
chr7	149765	3.791071	0.215232
chr7	155066	0.236833	0.235328
chr7	161442	0.744883	0.236838
chr7	161517	0.121714	0.236894
chr7	167759	0.719637	0.237654
chr7	168027	0.55678	0.237847
chr7	176270	0.692359	0.242436
chr7	181654	1.606541	0.246164
chr7	186119	4.326646	0.253337
chr7	189720	0.921817	0.268918
chr7	197267	0.227607	0.275874
chr7	198903	0.306275	0.276247
chr7	200682	0.499659	0.276792
chr7	223067	0.46399	0.287977
chr7	228828	0.63219	0.29065
chr7	231307	3.28486	0.292217
chr7	511203	0.893457	1.211636
chr7	512127	0.563203	1.212462
chr7	517798	0.10645	1.215655
chr7	719470	2.854294	1.237123
chr7	762544	0.993453	1.360069
chr7	795227	0.718752	1.392538
chr7	811301	0.207746	1.404091
chr7	828493	1.144685	1.407663
chr7	833878	0.048891	1.413827
chr7	848197	0.570893	1.414527
chr7	848272	0.256789	1.41457
chr7	859610	0.537878	1.417481
chr7	862805	0.813092	1.4192
chr7	864389	1.004748	1.420488
chr7	869846	0.0368	1.425971
chr7	878767	0.052289	1.426299
chr7	884665	0.487915	1.426608
chr7	884743	0.026243	1.426646
chr7	901574	0.158321	1.427087
chr7	902394	0.065688	1.427217
chr7	906739	0.104888	1.427503
chr7	912755	0.085962	1.428134
chr7	922962	0.180731	1.429011
chr7	925949	0.774509	1.429551
chr7	926077	1.394929	1.42965
chr7	947236	0.146025	1.459165
chr7	957684	2.730756	1.460691
chr7	987619	0.204268	1.542436
chr7	998802	0.087318	1.54472
chr7	1004586	0.303647	1.545225
chr7	1005271	0.204354	1.545433
chr7	1006573	0.288798	1.5457
chr7	1009337	0.388257	1.546498
chr7	1010556	0.670087	1.546971
chr7	1011609	1.024326	1.547677
chr7	1011968	1.117017	1.548044
chr7	1012103	0.802805	1.548195
chr7	1012793	0.343466	1.548749
chr7	1016948	0.370835	1.550176
chr7	1020272	0.826734	1.551409
chr7	1024855	0.927714	1.555198
chr7	1028448	0.815962	1.558531
chr7	1033605	0.771091	1.562739
chr7	1036799	2.628695	1.565202
chr7	1036851	1.986575	1.565339
chr7	1038393	2.769835	1.568402
chr7	1039003	0.143522	1.570091
chr7	1044938	0.187593	1.570943
chr7	1053958	3.856981	1.572635
chr7	1054517	1.043004	1.574791
chr7	1065861	0.168443	1.586623
chr7	1083777	0.220707	1.589641
chr7	1086077	0.127857	1.590149
chr7	1091625	0.114166	1.590858
chr7	1097952	0.110271	1.59158
chr7	1103697	0.153098	1.592214
chr7	1105426	0.076577	1.592479
chr7	1111633	0.053208	1.592954
chr7	1122954	0.344451	1.593556
chr7	1123738	0.192629	1.593826
chr7	1125893	0.113425	1.594241
chr7	1130584	0.568166	1.594773
chr7	1131356	0.765827	1.595212
chr7	1133171	1.096965	1.596602
chr7	1134345	0.499575	1.59789
chr7	1140418	0.780618	1.600924
chr7	1143127	1.499285	1.603039
chr7	1144527	1.592952	1.605138
chr7	1150542	2.651787	1.614719
chr7	1151713	2.1646	1.617824
chr7	1154388	0.785267	1.623615
chr7	1154632	0.443446	1.623806
chr7	1161158	1.725537	1.6267
chr7	1162748	0.975035	1.629444
chr7	1172588	0.721674	1.639038
chr7	1191689	0.583089	1.652823
chr7	1192018	0.591252	1.653015
chr7	1195390	0.3609	1.655008
chr7	1203841	1.163563	1.658058
chr7	1204504	1.354431	1.65883
chr7	1204894	1.194306	1.659358
chr7	1205483	0.11359	1.660061
chr7	1208968	0.081698	1.660457
chr7	1216013	0.842563	1.661033
chr7	1216212	3.29437	1.661201
chr7	1220005	13.202955	1.673696
chr7	1222859	9.229125	1.711377
chr7	1224910	2.851544	1.730306
chr7	1231678	9.507895	1.749606
chr7	1235191	8.871742	1.783007
chr7	1243525	1.351515	1.856944
chr7	1244515	1.52998	1.858282
chr7	1251211	3.107555	1.868527
chr7	1252339	2.54669	1.872032
chr7	1258248	1.334854	1.88708
chr7	1260636	0.398262	1.890268
chr7	1288639	4.488794	1.901421
chr7	1289279	2.566513	1.904293
chr7	1303439	1.992296	1.940635
chr7	1311237	1.755823	1.956171
chr7	1316239	0.252145	1.964954
chr7	1317533	4.025471	1.96528
chr7	1319305	2.694994	1.972413
chr7	1323967	6.095694	1.984977
chr7	1324345	30.09275	1.987281
chr7	1327630	7.082101	2.086136
chr7	1328707	0.323204	2.093763
chr7	1329569	0.502905	2.094042
chr7	1331254	0.82935	2.094889
chr7	1331831	1.208512	2.095368
chr7	1331920	5.21036	2.095476
chr7	1335447	6.208935	2.113852
chr7	1337180	5.238371	2.124613
chr7	1347637	1.704978	2.17939
chr7	1347673	2.122585	2.179452
chr7	1347917	0.695217	2.17997
chr7	1348538	5.708679	2.180401
chr7	1363454	1.73532	2.265552
chr7	1376857	3.20147	2.28881
chr7	1380226	0.088656	2.299596
chr7	1388675	0.329777	2.300345
chr7	1389397	2.87995	2.300583
chr7	1398712	3.610475	2.32741
chr7	1410550	0.575876	2.370151
chr7	1420019	1.756861	2.375604
chr7	1420976	1.57716	2.377285
chr7	1423055	1.065563	2.380564
chr7	1428453	1.631744	2.386316
chr7	1428476	1.64411	2.386353
chr7	1436091	1.25605	2.398873
chr7	1448188	0.388987	2.414068
chr7	1458931	0.590438	2.418247
chr7	1482336	1.02564	2.432066
chr7	1489381	4.385564	2.439292
chr7	1496880	3.88952	2.472179
chr7	1507011	0.056467	2.511584
chr7	1521875	0.070563	2.512423
chr7	1530436	0.789342	2.513027
chr7	1530465	0.103565	2.51305
chr7	1538581	0.150408	2.51389
chr7	1542124	2.57186	2.514423
chr7	1552420	3.251011	2.540903
chr7	1553064	1.542378	2.542997
chr7	1557967	0.280898	2.550559
chr7	1561454	0.40054	2.551539
chr7	1563401	0.128297	2.552318
chr7	1568930	0.141207	2.553028
chr7	1574403	0.368613	2.553801
chr7	1575377	0.153629	2.55416
chr7	1580921	0.203085	2.555011
chr7	1591997	0.383707	2.557261
chr7	1593658	5.300875	2.557898
chr7	1606847	0.228785	2.627811
chr7	1613306	0.89019	2.629289
chr7	1613438	0.515426	2.629407
chr7	1614261	1.885563	2.629831
chr7	1614662	0.697843	2.630587
chr7	1620592	4.286287	2.634725
chr7	1621247	4.695431	2.637533
chr7	1627632	2.183978	2.667513
chr7	1629188	1.440211	2.670911
chr7	1629376	0.77231	2.671182
chr7	1636539	1.940855	2.676714
chr7	1636550	0.993667	2.676735
chr7	1640842	0.477366	2.681
chr7	1642609	0.274003	2.681844
chr7	1648737	0.720794	2.683523
chr7	1649335	0.434236	2.683954
chr7	1651900	0.473148	2.685068
chr7	1655662	10.22554	2.686848
chr7	1655842	13.275415	2.688688
chr7	1656967	2.827175	2.703623
chr7	1665289	0.102668	2.727151
chr7	1672540	0.128505	2.727895
chr7	1675621	6.399226	2.728291
chr7	1677026	9.283427	2.737282
chr7	1677399	0.169222	2.740745
chr7	1680165	0.121903	2.741213
chr7	1685010	1.831465	2.741803
chr7	1691604	2.581245	2.75388
chr7	1693440	0.498668	2.758619
