chr	pos	rate	map
chr5	157856	0.486278	0.0
chr5	161292	0.199534	0.001671
chr5	181463	0.898017	0.005696
chr5	183134	0.100734	0.007196
chr5	184702	0.709204	0.007354
chr5	185498	0.443464	0.007919
chr5	188747	4.053376	0.00936
chr5	189799	0.073177	0.013624
chr5	195318	0.065376	0.014028
chr5	207618	0.216647	0.014832
chr5	264036	0.028032	0.027054
chr5	306032	0.060015	0.028232
chr5	314011	0.057369	0.028711
chr5	336952	2.084938	0.030027
chr5	337985	0.760337	0.03218
chr5	346636	0.086477	0.038758
chr5	348598	0.040812	0.038928
chr5	356381	0.031786	0.039245
chr5	367389	0.058478	0.039595
chr5	371958	0.092067	0.039862
chr5	375405	1.349812	0.04018
chr5	376994	0.974383	0.042325
chr5	382369	2.907974	0.047562
chr5	386014	4.119279	0.058162
chr5	386772	4.200541	0.061284
chr5	388184	1.609799	0.067215
chr5	393377	0.077235	0.075575
chr5	400445	1.401362	0.076121
chr5	403286	22.463954	0.080102
chr5	404713	0.951876	0.112158
chr5	404804	0.299685	0.112245
chr5	407230	0.642023	0.112972
chr5	407545	1.752506	0.113174
chr5	408069	1.010429	0.114092
chr5	409760	8.954606	0.115801
chr5	410980	0.967671	0.126725
chr5	411047	0.387628	0.12679
chr5	412694	0.269242	0.127429
chr5	416546	0.211142	0.128466
chr5	423385	0.215672	0.12991
chr5	427466	0.230734	0.13079
chr5	429989	0.055307	0.131372
chr5	438564	0.037692	0.131846
chr5	454732	0.100791	0.132456
chr5	457261	0.050627	0.132711
chr5	464153	0.046652	0.13306
chr5	472055	0.069376	0.133428
chr5	476969	0.275969	0.133769
chr5	480509	3.170279	0.134746
chr5	484146	0.271981	0.146276
chr5	489199	10.580298	0.147651
chr5	489839	14.938178	0.154422
chr5	490237	0.083911	0.160368
chr5	495377	0.205695	0.160799
chr5	499071	4.735809	0.161559
chr5	506051	1.556153	0.194615
chr5	516808	1.774057	0.211354
chr5	531225	4.82362	0.236931
chr5	539310	0.032583	0.27593
chr5	560440	0.852171	0.276618
chr5	560476	0.372931	0.276649
chr5	560923	0.15235	0.276816
chr5	566782	5.526575	0.277708
chr5	567246	2.133789	0.280273
chr5	570548	2.067474	0.287318
chr5	573395	0.546111	0.293204
chr5	575683	1.044074	0.294454
chr5	581053	0.307617	0.300061
chr5	594083	0.076149	0.304069
chr5	598643	0.039299	0.304416
chr5	611753	0.092265	0.304931
chr5	614963	0.067379	0.305227
chr5	618586	0.244008	0.305472
chr5	619022	0.026483	0.305578
chr5	636613	0.04707	0.306044
chr5	644552	0.052221	0.306417
chr5	652034	0.21525	0.306808
chr5	653343	1.017343	0.30709
chr5	670745	0.123812	0.324794
chr5	673408	0.144702	0.325123
chr5	674921	0.064581	0.325342
chr5	681302	0.088127	0.325755
chr5	685748	0.307332	0.326146
chr5	718097	1.840328	0.336088
chr5	744863	1.80092	0.385346
chr5	822123	0.318438	0.524486
chr5	851582	0.312214	0.533866
chr5	852207	0.055231	0.534062
chr5	863797	3.374815	0.534702
chr5	864053	1.846016	0.535566
chr5	865411	0.895684	0.538073
chr5	870619	0.106337	0.542737
chr5	874001	0.061127	0.543097
chr5	883065	0.194968	0.543651
chr5	884439	0.077217	0.543919
chr5	896983	0.112565	0.544887
chr5	904374	0.461343	0.545719
chr5	910270	4.243486	0.548439
chr5	919497	0.342521	0.587594
chr5	936218	0.190684	0.593321
chr5	944298	0.385667	0.594862
chr5	946418	0.16518	0.59568
chr5	956671	0.388698	0.597373
chr5	956974	0.139328	0.597491
chr5	959224	0.82373	0.597805
chr5	964250	1.110409	0.601945
chr5	969285	0.062147	0.607536
chr5	979148	1.250055	0.608149
chr5	980015	6.715015	0.609232
chr5	981019	6.909896	0.615974
chr5	988228	0.403228	0.665788
chr5	988510	0.083824	0.665901
chr5	992509	2.790361	0.666237
chr5	992859	1.42284	0.667213
chr5	994615	0.240383	0.669712
chr5	995270	0.278044	0.669869
chr5	996696	0.237057	0.670266
chr5	999338	6.965814	0.670892
chr5	1002620	2.139261	0.693754
chr5	1010083	0.205702	0.709719
chr5	1013694	1.830332	0.710462
chr5	1015063	2.89181	0.712968
chr5	1019814	0.762847	0.726707
chr5	1041105	1.650872	0.742948
chr5	1052360	0.98679	0.761529
chr5	1062444	3.106635	0.77148
chr5	1063998	2.906586	0.776307
chr5	1078642	0.060997	0.818871
chr5	1093260	10.659032	0.819763
chr5	1097281	1.433968	0.862623
chr5	1103495	0.948505	0.871534
chr5	1107428	2.566592	0.875264
chr5	1107785	4.631422	0.87618
chr5	1108250	1.640297	0.878334
chr5	1113244	0.574954	0.886526
chr5	1119722	1.341084	0.89025
chr5	1124046	10.112585	0.896049
chr5	1124560	5.017751	0.901247
chr5	1131243	0.791678	0.934781
chr5	1132216	0.953128	0.935551
chr5	1134166	1.378193	0.93741
chr5	1134834	1.037232	0.93833
chr5	1134914	5.14705	0.938413
chr5	1143298	3.29307	0.981566
chr5	1151161	0.189563	1.007459
chr5	1156794	0.517895	1.008527
chr5	1157313	1.930688	1.008796
chr5	1159413	2.433337	1.01285
chr5	1159749	1.014446	1.013668
chr5	1169112	2.0419	1.023166
chr5	1176601	0.185665	1.038458
chr5	1181556	0.119088	1.039378
chr5	1186060	0.880524	1.039914
chr5	1186086	0.841484	1.039937
chr5	1186121	0.315396	1.039967
chr5	1186853	0.445766	1.040198
chr5	1187074	0.148498	1.040296
chr5	1189347	0.610794	1.040634
chr5	1189456	0.384863	1.0407
chr5	1190088	0.551088	1.040944
chr5	1191061	3.162862	1.04148
chr5	1200573	18.84507	1.071565
chr5	1203437	1.061962	1.125537
chr5	1207527	1.127197	1.129881
chr5	1211556	0.72986	1.134422
chr5	1212357	21.277675	1.135007
chr5	1215474	33.08273	1.201329
chr5	1216775	2.91604	1.24437
chr5	1217494	4.96377	1.246466
chr5	1220032	6.01699	1.259065
chr5	1222480	5.136585	1.273794
chr5	1223062	0.275083	1.276784
chr5	1224490	0.364857	1.277176
chr5	1226051	0.319547	1.277746
chr5	1228215	5.175699	1.278437
chr5	1236212	4.426726	1.319828
chr5	1236291	3.748246	1.320177
chr5	1236620	0.98295	1.32141
chr5	1241908	0.202348	1.326608
chr5	1243427	0.748627	1.326916
chr5	1243475	1.303793	1.326952
chr5	1244425	1.297809	1.32819
chr5	1248354	1.11922	1.333289
chr5	1253744	1.544271	1.339322
chr5	1257621	0.195905	1.345309
chr5	1266310	2.36498	1.347011
chr5	1267356	20.34224	1.349485
chr5	1269006	7.375011	1.38305
chr5	1275528	4.64212	1.431149
chr5	1279790	7.14117	1.450934
chr5	1280477	1.917924	1.45584
chr5	1281693	0.251678	1.458172
chr5	1286516	31.796496	1.459386
chr5	1287194	0.341105	1.480944
chr5	1288547	2.205753	1.481406
chr5	1296486	0.22873	1.498917
chr5	1300025	0.788748	1.499727
chr5	1300584	2.457938	1.500168
chr5	1308552	0.847088	1.519752
chr5	1315343	1.726409	1.525505
chr5	1315660	0.128636	1.526052
chr5	1320722	0.31625	1.526703
chr5	1321873	5.851232	1.527067
chr5	1322087	1.04004	1.52832
chr5	1325767	47.91642	1.532147
chr5	1325803	0.363435	1.533872
chr5	1342714	0.929587	1.540018
chr5	1348798	1.728313	1.545674
chr5	1351538	1.82719	1.550409
chr5	1359938	13.2555	1.565758
chr5	1362793	8.534123	1.603602
chr5	1370122	0.639887	1.666149
chr5	1370300	0.394133	1.666263
chr5	1370832	2.031746	1.666472
chr5	1371226	0.978273	1.667273
chr5	1372704	0.685441	1.668719
chr5	1374712	1.572041	1.670095
chr5	1375080	1.054127	1.670673
chr5	1375977	2.184984	1.671619
chr5	1376161	2.921205	1.672021
chr5	1377172	4.08386	1.674974
chr5	1377563	2.964435	1.676571
chr5	1378159	2.471545	1.678338
chr5	1379762	2.998255	1.6823
chr5	1379826	2.283275	1.682492
chr5	1381260	2.348241	1.685766
chr5	1388625	0.449807	1.703061
chr5	1390349	14.252475	1.703836
chr5	1392711	1.591957	1.737501
