chr	pos	rate	map
chr8	113565	0.01073	0.0
chr8	200898	0.413834	0.000937
chr8	209152	0.942755	0.004353
chr8	219868	0.077482	0.014455
chr8	224321	9.561358	0.0148
chr8	224666	0.063176	0.018099
chr8	231272	0.694403	0.018516
chr8	236656	8.27231	0.022255
chr8	237333	7.762339	0.027855
chr8	237457	7.273513	0.028818
chr8	237696	3.303178	0.030556
chr8	238574	0.186445	0.033457
chr8	239189	0.608653	0.033571
chr8	239299	2.803691	0.033638
chr8	239671	5.992958	0.034681
chr8	252662	0.74067	0.112536
chr8	252856	0.094306	0.112679
chr8	266801	0.786205	0.113994
chr8	266953	0.078713	0.114114
chr8	280645	0.512687	0.115192
chr8	281022	0.788976	0.115385
chr8	281572	2.73821	0.115819
chr8	285124	0.468225	0.125545
chr8	286941	0.676188	0.126396
chr8	287831	1.997694	0.126998
chr8	293221	0.327289	0.137765
chr8	294150	2.90617	0.138069
chr8	296203	0.113181	0.144036
chr8	302478	0.187886	0.144746
chr8	304569	0.483656	0.145139
chr8	306476	0.943912	0.146061
chr8	330328	0.90374	0.168575
chr8	330846	0.394317	0.169043
chr8	333018	0.12172	0.1699
chr8	334288	0.09658	0.170054
chr8	336219	0.583767	0.170241
chr8	336284	0.594904	0.170279
chr8	337263	4.939612	0.170861
chr8	340067	1.592228	0.184712
chr8	347647	0.119417	0.196781
chr8	354843	0.044896	0.19764
chr8	380770	0.061875	0.198804
chr8	394980	0.041841	0.199684
chr8	402692	0.057372	0.200006
chr8	406963	0.059378	0.200251
chr8	410640	0.812859	0.20047
chr8	415401	0.050098	0.20434
chr8	420276	1.847424	0.204584
chr8	421858	3.416936	0.207506
chr8	423541	0.319061	0.213257
chr8	423694	0.075985	0.213306
chr8	426685	2.372765	0.213533
chr8	427913	1.073698	0.216447
chr8	432146	0.218609	0.220992
chr8	432585	1.438222	0.221088
chr8	434668	3.661283	0.224084
chr8	437030	0.113305	0.232732
chr8	438673	5.551985	0.232918
chr8	438821	2.201774	0.23374
chr8	440424	0.395482	0.237269
chr8	440678	0.176069	0.237369
chr8	442079	1.493715	0.237616
chr8	445791	0.288449	0.243161
chr8	446359	0.141265	0.243325
chr8	448295	0.479649	0.243598
chr8	448442	0.141197	0.243669
chr8	450369	0.656727	0.243941
chr8	455360	1.48975	0.247218
chr8	457459	0.251514	0.250345
chr8	458148	0.140966	0.250519
chr8	460350	0.826513	0.250829
chr8	464404	0.457578	0.25418
chr8	464592	0.130149	0.254266
chr8	467521	0.715459	0.254647
chr8	481767	0.77716	0.26484
chr8	484304	1.387246	0.266811
chr8	484962	0.197241	0.267724
chr8	486020	0.075569	0.267933
chr8	491497	0.423798	0.268347
chr8	491735	2.064456	0.268447
chr8	492899	0.945855	0.27085
chr8	504401	5.760553	0.28173
chr8	505001	0.144821	0.285186
chr8	507994	0.405609	0.285619
chr8	513226	50.133728	0.287742
chr8	516479	5.508502	0.450827
chr8	517965	3.913951	0.459012
chr8	519732	1.83517	0.465928
chr8	519919	0.527597	0.466271
chr8	520044	0.926721	0.466337
chr8	523920	1.34465	0.469929
chr8	529244	0.948931	0.477088
chr8	531083	2.514884	0.478833
chr8	532872	1.103376	0.483332
chr8	540949	1.244327	0.492244
chr8	546302	1.127454	0.498905
chr8	549716	0.56912	0.502754
chr8	549870	1.215091	0.502842
chr8	550303	0.707779	0.503368
chr8	551687	0.469365	0.504348
chr8	554678	0.422093	0.505752
chr8	558379	0.241985	0.507314
chr8	559071	0.128926	0.507481
chr8	562629	0.396184	0.50794
chr8	563023	0.37204	0.508096
chr8	563371	3.929248	0.508226
chr8	564883	0.218469	0.514167
chr8	566083	0.625187	0.514429
chr8	566207	0.331978	0.514506
chr8	577101	1.066568	0.518123
chr8	578363	1.383827	0.519469
chr8	578742	0.374738	0.519993
chr8	583248	0.73821	0.521682
chr8	590861	0.026908	0.527302
chr8	607779	0.047462	0.527757
chr8	615117	0.069999	0.528105
chr8	617885	0.026052	0.528299
chr8	633684	0.133938	0.528711
chr8	639796	2.357502	0.529529
chr8	644824	0.190933	0.541383
chr8	649190	0.142845	0.542216
chr8	654796	0.33405	0.543017
chr8	656238	0.313396	0.543499
chr8	657650	0.192795	0.543941
chr8	660575	0.298123	0.544505
chr8	662139	0.576705	0.544972
chr8	673561	0.177199	0.551559
chr8	676191	0.177995	0.552025
chr8	677305	3.86338	0.552223
chr8	679799	0.076115	0.561858
chr8	685705	2.492934	0.562308
chr8	699552	0.08956	0.596828
chr8	706008	0.180671	0.597406
chr8	707884	0.396463	0.597745
chr8	714383	3.09657	0.600321
chr8	714648	1.77695	0.601142
chr8	717960	1.381296	0.607027
chr8	719296	1.114513	0.608873
chr8	720237	1.698608	0.609921
chr8	720491	54.742275	0.610353
chr8	720794	23.79137	0.62694
chr8	722942	0.383167	0.678044
chr8	730627	0.661984	0.680988
chr8	733406	1.014598	0.682828
chr8	737663	2.15272	0.687147
chr8	738183	0.702456	0.688266
chr8	742490	0.113678	0.691292
chr8	754025	1.484579	0.692603
chr8	756996	0.478718	0.697014
chr8	758066	0.900298	0.697526
chr8	758820	0.156448	0.698205
chr8	769589	0.159156	0.69989
chr8	779714	0.530533	0.701501
chr8	782468	0.326576	0.702962
chr8	788912	0.065046	0.705067
chr8	792606	0.023116	0.705307
chr8	811180	0.102143	0.705736
chr8	847144	0.100722	0.70941
chr8	849254	0.622737	0.709622
chr8	853666	0.963631	0.71237
chr8	857459	0.045611	0.716025
chr8	872081	0.231174	0.716692
chr8	874097	0.181784	0.717158
chr8	887909	0.706207	0.719669
chr8	893453	0.64326	0.723584
chr8	895841	0.662976	0.72512
chr8	899726	0.23295	0.727696
chr8	927220	0.589324	0.7341
chr8	930451	0.073208	0.736004
chr8	939604	0.196524	0.736675
chr8	947445	26.41808	0.738215
chr8	947830	0.919353	0.748386
chr8	951785	0.917902	0.752022
chr8	955147	0.364252	0.755108
chr8	959338	0.03571	0.756635
chr8	969343	0.24298	0.756992
chr8	970267	1.382964	0.757217
chr8	973607	0.769643	0.761836
chr8	989022	0.243627	0.7737
chr8	996634	0.155659	0.775554
chr8	998618	0.145755	0.775863
chr8	1001246	0.104229	0.776246
chr8	1003292	0.638389	0.77646
chr8	1009313	1.132063	0.780303
chr8	1011480	0.198285	0.782757
chr8	1012890	0.240985	0.783036
chr8	1013759	0.360605	0.783246
chr8	1014177	0.379115	0.783396
chr8	1014566	2.982438	0.783544
chr8	1016903	0.132142	0.790514
chr8	1018332	0.127193	0.790702
chr8	1020249	3.583325	0.790946
chr8	1020744	2.606875	0.79272
chr8	1021814	1.329047	0.795509
chr8	1022168	0.382849	0.79598
chr8	1029090	0.561182	0.79863
chr8	1033625	0.228185	0.801175
chr8	1034497	0.298924	0.801374
chr8	1035077	0.355516	0.801547
chr8	1035729	0.395391	0.801779
chr8	1037264	0.385916	0.802386
chr8	1039289	0.939408	0.803168
chr8	1039740	9.408438	0.803591
chr8	1049911	0.585181	0.899284
chr8	1061571	1.192534	0.906108
chr8	1063386	0.458586	0.908272
chr8	1068910	3.538109	0.910805
chr8	1069489	3.660363	0.912854
chr8	1070014	0.770036	0.914776
chr8	1072775	1.131578	0.916902
chr8	1073519	1.362054	0.917744
chr8	1082750	1.629875	0.930317
chr8	1083136	1.684991	0.930946
chr8	1083364	2.419278	0.93133
chr8	1091202	0.937009	0.950292
chr8	1091262	0.333297	0.950348
chr8	1094105	0.191183	0.951296
chr8	1099704	0.321342	0.952366
chr8	1102015	0.1975	0.953109
chr8	1107201	0.337445	0.954133
chr8	1108087	2.510526	0.954432
chr8	1108543	6.10642	0.955577
chr8	1108571	2.207665	0.955748
chr8	1114849	0.252767	0.969608
chr8	1115647	0.146859	0.969809
chr8	1117739	0.208548	0.970117
chr8	1129073	0.607387	0.97248
chr8	1130538	0.471171	0.97337
chr8	1133355	0.103618	0.974698
chr8	1144107	4.702466	0.975812
chr8	1146438	0.357571	0.986773
chr8	1147595	0.882615	0.987187
chr8	1147649	7.72282	0.987234
chr8	1147699	9.70647	0.987621
chr8	1148273	2.081598	0.993192
chr8	1148341	0.385599	0.993334
chr8	1149028	4.087976	0.993599
chr8	1149414	10.314867	0.995177
chr8	1149677	8.638331	0.997889
chr8	1150705	7.951955	1.00677
chr8	1151434	7.870575	1.012566
chr8	1152611	3.91979	1.02183
chr8	1152849	3.428369	1.022763
chr8	1153876	0.473276	1.026284
chr8	1154380	0.442002	1.026523
chr8	1156822	2.57819	1.027602
chr8	1156972	0.463532	1.027989
chr8	1161443	0.803497	1.030061
chr8	1161954	2.21151	1.030472
chr8	1162157	53.770649	1.030921
chr8	1163713	0.882523	1.114588
chr8	1164482	27.18591	1.115266
chr8	1165148	2.515246	1.133372
chr8	1170539	0.603813	1.146932
chr8	1171532	0.179676	1.147531
chr8	1174072	0.330038	1.147988
chr8	1174929	0.414214	1.148271
chr8	1175558	0.559373	1.148531
chr8	1175874	0.11672	1.148708
chr8	1183650	0.199756	1.149616
chr8	1192438	0.414744	1.151371
chr8	1193079	0.29003	1.151637
chr8	1194422	0.582823	1.152026
chr8	1201155	0.392696	1.155951
chr8	1214057	1.940701	1.161017
chr8	1214231	1.879677	1.161355
chr8	1218258	4.089632	1.168924
chr8	1218533	6.338875	1.170049
chr8	1220581	0.162826	1.183031
chr8	1226836	0.494308	1.184049
chr8	1227513	8.777333	1.184384
chr8	1227665	19.817977	1.185718
chr8	1229149	0.323548	1.215128
chr8	1230238	0.101054	1.21548
chr8	1238564	0.295461	1.216322
chr8	1239655	0.370377	1.216644
chr8	1240053	1.31682	1.216792
chr8	1240646	0.581964	1.217572
chr8	1243574	1.210133	1.219276
chr8	1244224	1.870924	1.220063
chr8	1244374	0.209131	1.220344
chr8	1245003	0.091694	1.220475
chr8	1247317	0.312753	1.220687
chr8	1247598	0.133021	1.220775
chr8	1248979	0.131889	1.220959
chr8	1250263	0.10398	1.221128
chr8	1251835	0.386803	1.221292
chr8	1251974	0.27707	1.221346
chr8	1252307	0.052554	1.221438
chr8	1258670	0.09605	1.221772
chr8	1261114	2.82621	1.222007
chr8	1266793	3.094143	1.238057
chr8	1266814	0.66084	1.238122
chr8	1266929	5.508342	1.238198
chr8	1268027	3.926706	1.244246
chr8	1270993	0.464282	1.255893
chr8	1273426	1.934154	1.257022
chr8	1274056	1.27206	1.258241
chr8	1275384	0.977046	1.25993
chr8	1277581	1.19659	1.262077
chr8	1279676	0.429862	1.264584
chr8	1283208	0.784717	1.266102
chr8	1284332	1.593499	1.266984
chr8	1284369	1.635314	1.267043
chr8	1286506	0.505198	1.270538
chr8	1286920	0.265764	1.270747
chr8	1289675	15.20232	1.271479
chr8	1291289	2.629732	1.296015
chr8	1292488	0.749207	1.299168
chr8	1293061	0.386957	1.299598
chr8	1293631	0.549717	1.299818
chr8	1293789	0.504737	1.299905
chr8	1294073	0.189032	1.300049
chr8	1297156	0.496532	1.300631
chr8	1297333	0.478661	1.300719
chr8	1301097	1.17265	1.302521
chr8	1301110	1.242385	1.302536
chr8	1301216	16.357336	1.302668
chr8	1304128	18.863627	1.3503
chr8	1308026	2.830273	1.423831
chr8	1309126	1.25808	1.426944
chr8	1315886	9.233417	1.435449
chr8	1316133	10.808176	1.437729
chr8	1318303	0.913616	1.461183
chr8	1319724	8.67952	1.462481
chr8	1327755	0.561377	1.532187
chr8	1331632	0.435615	1.534363
chr8	1332297	0.151052	1.534653
chr8	1337345	0.223596	1.535415
chr8	1339130	0.33766	1.535814
chr8	1339570	0.590261	1.535963
chr8	1339696	0.83246	1.536037
chr8	1339731	0.392868	1.536066
chr8	1340869	0.098276	1.536513
chr8	1356333	0.720724	1.538033
chr8	1356420	0.18605	1.538096
