chr	pos	rate	map
chr3	108226	0.012827	0.0
chr3	147115	0.071847	0.000499
chr3	152592	2.354466	0.000892
chr3	155218	0.134002	0.007075
chr3	157445	0.438857	0.007374
chr3	160814	0.588088	0.008852
chr3	170010	2.928612	0.01426
chr3	170968	0.031822	0.017066
chr3	181610	0.954113	0.017404
chr3	185281	0.049726	0.020907
chr3	190411	0.15209	0.021162
chr3	191260	0.302816	0.021291
chr3	191529	0.535176	0.021373
chr3	195923	1.870308	0.023724
chr3	201998	1.207095	0.035086
chr3	211745	0.77455	0.046852
chr3	217644	3.998065	0.051421
chr3	218663	3.482339	0.055495
chr3	220531	1.209415	0.062
chr3	221081	0.42201	0.062665
chr3	223681	1.029932	0.063762
chr3	234726	0.164567	0.075138
chr3	240872	0.130845	0.076149
chr3	242241	0.04379	0.076329
chr3	250713	11.964133	0.0767
chr3	250912	0.138528	0.07908
chr3	252068	0.308634	0.079241
chr3	252344	0.071297	0.079326
chr3	255644	0.089879	0.079561
chr3	258123	0.129789	0.079784
chr3	260896	0.079531	0.080144
chr3	266512	1.914244	0.08059
chr3	269035	0.405932	0.08542
chr3	269338	1.580094	0.085543
chr3	270521	0.94796	0.087412
chr3	277219	0.854083	0.093762
chr3	280987	0.061141	0.09698
chr3	285806	0.319147	0.097274
chr3	286552	0.398692	0.097513
chr3	287419	0.494195	0.097858
chr3	289311	3.203671	0.098793
chr3	292992	0.606094	0.110586
chr3	295196	6.442221	0.111922
chr3	295654	0.575494	0.114872
chr3	301987	0.0646	0.118517
chr3	306640	0.498366	0.118818
chr3	306714	0.066181	0.118854
chr3	310616	0.142537	0.119113
chr3	311851	1.174248	0.119289
chr3	312349	1.671937	0.119873
chr3	316417	8.890562	0.126675
chr3	317145	0.720111	0.133147
chr3	324149	0.262673	0.138191
chr3	324484	9.46648	0.138279
chr3	325068	0.283237	0.143807
chr3	325410	0.055311	0.143904
chr3	334289	5.142764	0.144395
chr3	336028	4.126118	0.153339
chr3	336766	0.172491	0.156384
chr3	338156	0.067031	0.156623
chr3	343022	0.847523	0.15695
chr3	348002	0.814086	0.16117
chr3	354290	0.93547	0.166289
chr3	356565	0.942455	0.168417
chr3	359160	0.040324	0.170863
chr3	371160	0.160072	0.171347
chr3	372448	0.145591	0.171553
chr3	374052	0.207063	0.171787
chr3	374869	1.126233	0.171956
chr3	375590	0.973456	0.172768
chr3	377114	1.715004	0.174251
chr3	377556	2.031496	0.175009
chr3	378069	1.365647	0.176052
chr3	380341	2.001227	0.179154
chr3	381302	5.017696	0.181078
chr3	387597	2.155365	0.212664
chr3	387699	8.74228	0.212884
chr3	391100	2.35328	0.242616
chr3	391586	0.134836	0.24376
chr3	394517	1.270976	0.244155
chr3	397731	0.128529	0.24824
chr3	401533	0.189268	0.248729
chr3	404288	1.444246	0.24925
chr3	404334	1.069379	0.249317
chr3	404658	2.24961	0.249663
chr3	409221	3.780905	0.259928
chr3	409498	2.920105	0.260975
chr3	410548	1.407579	0.264041
chr3	414050	0.251229	0.268971
chr3	416441	0.55276	0.269571
chr3	416943	0.711624	0.269849
chr3	417207	0.464567	0.270037
chr3	417979	3.353842	0.270395
chr3	417994	3.545863	0.270446
chr3	418089	4.750475	0.270783
chr3	418585	13.534745	0.273139
chr3	419022	0.599201	0.279054
chr3	419143	3.720395	0.279126
chr3	421794	7.998985	0.288989
chr3	422639	4.399962	0.295748
chr3	423018	0.473534	0.297416
chr3	427635	1.008336	0.299602
chr3	430682	3.640428	0.302674
chr3	435713	4.44287	0.320989
chr3	438253	4.259745	0.332274
chr3	446221	3.711931	0.366216
chr3	453539	0.967618	0.39338
chr3	455470	0.166736	0.395248
chr3	467157	0.074154	0.397197
chr3	470808	0.306204	0.397468
chr3	471460	0.21664	0.397667
chr3	473266	0.312463	0.398058
chr3	475007	0.129439	0.398602
chr3	489181	4.245999	0.400437
chr3	495338	0.474729	0.42658
chr3	497102	1.63209	0.427417
chr3	497892	3.047146	0.428707
chr3	503708	3.304822	0.446429
chr3	504151	1.540676	0.447893
chr3	506107	0.131496	0.450906
chr3	511135	0.161274	0.451567
chr3	516255	0.049678	0.452393
chr3	527223	12.211354	0.452938
chr3	528532	0.187729	0.468923
chr3	529666	0.080513	0.469136
chr3	535673	0.285832	0.469619
chr3	536456	0.171793	0.469843
chr3	538358	0.074727	0.47017
chr3	546738	0.126424	0.470796
chr3	552113	0.243026	0.471476
chr3	554015	0.327304	0.471938
chr3	556186	0.719208	0.472648
chr3	556622	0.806783	0.472962
chr3	556800	4.780691	0.473106
chr3	560586	1.736421	0.491205
chr3	563681	2.071483	0.496579
chr3	565961	3.186889	0.501302
chr3	571131	3.779723	0.517779
chr3	579178	0.481809	0.548194
chr3	580063	2.276368	0.548621
chr3	597064	3.008996	0.587321
chr3	600158	2.59052	0.596631
chr3	602207	1.534175	0.601939
chr3	602574	1.422845	0.602502
chr3	602858	0.34021	0.602906
chr3	668003	1.2279	0.625069
chr3	668832	0.543139	0.626087
chr3	670236	0.52739	0.626849
chr3	671993	1.869364	0.627776
chr3	673704	3.594735	0.630975
chr3	674171	3.68483	0.632653
chr3	674242	2.341453	0.632915
chr3	677625	3.494235	0.640836
chr3	678347	0.08057	0.643359
chr3	684744	0.164314	0.643874
chr3	703406	0.640558	0.646941
chr3	704649	1.378861	0.647737
chr3	707654	3.731616	0.65188
chr3	710110	4.371215	0.661045
chr3	710880	3.449966	0.664411
chr3	718313	1.463296	0.690055
chr3	721851	0.60848	0.695232
chr3	723428	0.963923	0.696191
chr3	723937	0.143679	0.696682
chr3	755370	0.075362	0.701198
chr3	761640	0.070309	0.701671
chr3	767461	0.0615	0.70208
chr3	776321	0.14136	0.702625
chr3	778709	0.079205	0.702963
chr3	783035	2.811279	0.703305
chr3	800548	0.540947	0.752539
chr3	800606	0.06591	0.75257
chr3	806930	0.109691	0.752987
chr3	809720	1.605924	0.753293
chr3	809878	0.21086	0.753547
chr3	832589	0.971534	0.758336
chr3	834393	0.816725	0.760089
chr3	834982	1.347003	0.76057
chr3	837481	0.117004	0.763936
chr3	840276	0.200921	0.764263
chr3	842114	2.148165	0.764632
chr3	843748	1.112844	0.768142
chr3	848802	0.084416	0.773767
chr3	865779	0.448398	0.7752
chr3	866859	0.046283	0.775684
chr3	874785	0.067032	0.776051
chr3	880768	0.072993	0.776452
chr3	886023	0.130372	0.776835
chr3	888151	0.096931	0.777113
chr3	892152	0.278956	0.777501
chr3	892951	0.768114	0.777724
