chr	pos	rate	map
chr1	752721	0.069925	0.0
chr1	777122	0.039414	0.001706
chr1	835499	0.007349	0.004007
chr1	918384	0.285897	0.004616
chr1	920733	1.591709	0.005288
chr1	924898	0.028909	0.011917
chr1	1018704	0.07271	0.014629
chr1	1021415	0.034493	0.014826
chr1	1030565	0.138416	0.015142
chr1	1031540	0.043797	0.015277
chr1	1048955	0.266456	0.01604
chr1	1049950	0.887899	0.016305
chr1	1061166	0.397069	0.026263
chr1	1062638	0.557476	0.026848
chr1	1064979	1.027404	0.028153
chr1	1066029	2.342574	0.029232
chr1	1087683	0.285306	0.079958
chr1	1090557	0.245849	0.080778
chr1	1094738	0.229696	0.081806
chr1	1099342	10.455343	0.082863
chr1	1106473	2.299982	0.15742
chr1	1119858	2.659127	0.188205
chr1	1121794	1.357934	0.193353
chr1	1130727	2.190172	0.205484
chr1	1133930	0.245081	0.212499
chr1	1135242	1.894623	0.212821
chr1	1152631	0.213562	0.245766
chr1	1156131	0.209381	0.246514
chr1	1158277	0.10494	0.246963
chr1	1162435	0.19553	0.247399
chr1	1163804	0.09075	0.247667
chr1	1172907	1.208452	0.248493
chr1	1176597	0.78217	0.252952
chr1	1192515	1.186303	0.265403
chr1	1194804	0.469662	0.268118
chr1	1211292	0.299226	0.275862
chr1	1242084	2.47003	0.285076
chr1	1242468	0.447917	0.286024
chr1	1249187	0.04827	0.289034
chr1	1297422	0.112376	0.291362
chr1	1310924	0.261148	0.292879
chr1	1314015	1.145426	0.293687
chr1	1365570	0.953894	0.352739
chr1	1462766	0.226388	0.445454
chr1	1467485	0.167794	0.446522
chr1	1478180	1.56881	0.448317
chr1	1485984	4.72638	0.46056
chr1	1486834	0.342963	0.464577
chr1	1493727	0.081567	0.466941
chr1	1497824	0.104298	0.467275
chr1	1500941	0.08209	0.4676
chr1	1505255	0.091318	0.467955
chr1	1509034	0.506462	0.4683
chr1	1510724	1.001545	0.469156
chr1	1510801	5.127394	0.469233
chr1	1612540	0.48661	0.990889
chr1	1647686	0.597901	1.007991
chr1	1688192	0.602898	1.03221
chr1	1691050	0.47848	1.033933
chr1	1692321	0.144745	1.034541
chr1	1706136	0.897369	1.036541
chr1	1706160	0.159028	1.036562
chr1	1715011	0.18596	1.03797
chr1	1721479	0.079841	1.039172
chr1	1745726	0.084597	1.041108
chr1	1759054	0.065919	1.042236
