chr	pos	rate	map
chr2	118913	0.009578	0.0
chr2	170616	0.044777	0.000495
chr2	178356	0.076208	0.000842
chr2	181415	0.069615	0.001075
chr2	188223	5.555254	0.001549
chr2	189818	0.14392	0.010409
chr2	193882	0.031389	0.010994
chr2	206704	0.519827	0.011397
chr2	210076	0.73116	0.01315
chr2	212106	0.423901	0.014634
chr2	224919	0.061807	0.020065
chr2	230442	0.087603	0.020407
chr2	232343	0.026585	0.020573
chr2	245184	0.06894	0.020915
chr2	256278	0.057571	0.021679
chr2	272926	1.48701	0.022638
chr2	273070	0.351481	0.022852
chr2	280819	0.498782	0.025576
chr2	285471	0.3362	0.027896
chr2	295255	1.030542	0.031185
chr2	301784	2.561949	0.037914
chr2	305203	4.622578	0.046673
chr2	305803	4.952724	0.049447
chr2	309097	6.083015	0.065761
chr2	309480	0.751529	0.068091
chr2	312992	1.595873	0.07073
chr2	313392	1.129667	0.071368
chr2	315215	2.455329	0.073428
chr2	320574	0.164663	0.086586
chr2	335810	9.67874	0.089095
chr2	343517	0.572303	0.163689
chr2	343588	2.568121	0.163729
chr2	345703	0.106152	0.169161
chr2	348470	3.473092	0.169455
chr2	354241	0.030341	0.189498
chr2	366410	0.203624	0.189867
chr2	367565	0.564345	0.190102
chr2	367736	0.080284	0.190199
chr2	383458	3.08519	0.191461
chr2	391781	2.897931	0.217139
chr2	406981	0.090633	0.261188
chr2	416815	0.116678	0.262079
chr2	422089	0.073004	0.262694
chr2	429880	1.737202	0.263263
chr2	433274	1.842168	0.269159
chr2	437664	0.1004	0.277246
chr2	445185	0.543751	0.278001
chr2	445471	0.517502	0.278157
chr2	445636	0.224678	0.278242
chr2	446698	0.514233	0.278481
chr2	446942	0.150772	0.278606
chr2	449787	0.374067	0.279035
chr2	450545	0.173256	0.279319
chr2	451581	0.229812	0.279498
chr2	452544	5.489695	0.27972
chr2	453432	6.678486	0.284594
chr2	454860	2.729024	0.294131
chr2	455683	2.732408	0.296377
chr2	457320	0.668689	0.30085
chr2	462799	0.075042	0.304514
chr2	467148	0.105342	0.30484
chr2	469494	0.096457	0.305088
chr2	471514	0.319198	0.305282
chr2	477364	0.54827	0.30715
chr2	481504	0.296536	0.30942
chr2	487043	0.180774	0.311062
chr2	499823	0.023803	0.313372
chr2	516696	0.301681	0.313774
chr2	522617	1.057767	0.31556
chr2	522921	0.805688	0.315882
chr2	524173	0.33523	0.316891
chr2	535043	0.574564	0.320534
chr2	548121	0.293129	0.328049
chr2	549873	137.813862	0.328562
chr2	549926	0.547673	0.335866
chr2	550338	0.668064	0.336092
chr2	550644	2.407227	0.336296
chr2	553264	0.633639	0.342603
chr2	554109	0.842949	0.343139
chr2	554731	1.017879	0.343663
chr2	556088	0.637866	0.345044
chr2	557322	0.352047	0.345831
chr2	564079	1.467333	0.34821
chr2	569479	1.130358	0.356134
chr2	573207	0.271813	0.360348
chr2	573717	0.322165	0.360486
chr2	584523	0.218209	0.363968
chr2	585333	0.40071	0.364144
chr2	594324	1.50235	0.367747
chr2	594741	2.611101	0.368374
chr2	595125	2.778928	0.369376
chr2	596532	2.889228	0.373286
chr2	596629	22.600945	0.373567
chr2	597557	5.266752	0.39454
chr2	600575	4.036095	0.410435
chr2	601905	1.961156	0.415803
chr2	602036	0.237417	0.41606
chr2	602475	0.204918	0.416164
chr2	603079	0.466896	0.416288
chr2	603157	0.062754	0.416325
chr2	607049	0.208152	0.416569
chr2	607566	0.131957	0.416677
chr2	608411	0.143558	0.416788
chr2	609326	0.049935	0.416919
chr2	615658	0.076395	0.417236
chr2	619754	0.088805	0.417548
chr2	622531	0.323284	0.417795
chr2	622827	0.375404	0.417891
chr2	623470	1.377774	0.418132
chr2	632116	1.839099	0.430044
chr2	638144	0.043712	0.441131
chr2	644953	0.06582	0.441428
chr2	648899	2.463611	0.441688
chr2	651407	6.920809	0.447867
chr2	651599	6.293028	0.449195
chr2	651641	0.083666	0.44946
chr2	654281	5.836554	0.449681
chr2	654685	2.06914	0.452039
chr2	655222	1.721362	0.45315
chr2	656312	0.107322	0.455026
chr2	657652	0.177584	0.45517
chr2	658595	0.350142	0.455337
chr2	659443	8.161672	0.455634
chr2	659958	7.752102	0.459837
chr2	663483	0.337314	0.487164
chr2	664719	0.980579	0.48758
chr2	667174	0.841271	0.489988
chr2	668618	2.063526	0.491203
chr2	668685	0.908639	0.491341
chr2	674963	1.118549	0.497045
chr2	675831	2.175623	0.498016
chr2	678386	2.379627	0.503575
chr2	681521	3.909885	0.511035
chr2	681739	1.152609	0.511887
chr2	686675	0.282363	0.517577
chr2	692784	0.115707	0.519302
chr2	696458	0.06755	0.519727
chr2	705636	0.332036	0.520347
chr2	706400	0.775752	0.5206
chr2	706428	2.791386	0.520622
chr2	711622	0.138373	0.535121
chr2	716503	0.131166	0.535796
chr2	724368	0.345238	0.536828
chr2	726030	0.595903	0.537401
chr2	726564	9.937272	0.53772
chr2	731989	1.461046	0.591629
chr2	743205	0.523539	0.608016
chr2	746192	0.205103	0.60958
chr2	751300	0.147876	0.610628
chr2	759749	0.211948	0.611877
chr2	764357	0.190048	0.612854
chr2	769289	0.081496	0.613791
chr2	773278	3.428901	0.614116
chr2	776690	3.756912	0.625816
chr2	777468	4.593297	0.628739
chr2	782581	0.167183	0.652224
chr2	788673	0.250834	0.653243
chr2	792408	1.994931	0.654179
chr2	796058	1.023851	0.661461
chr2	805871	3.213879	0.671508
chr2	811275	1.560886	0.688876
chr2	817217	0.074463	0.698151
chr2	822116	0.076106	0.698515
chr2	824614	0.176061	0.698706
chr2	825247	0.151177	0.698817
chr2	826069	0.581108	0.698941
