chr	pos	rate	map
chr22	17087705	0.045879	0.0
chr22	17152611	0.0995	0.002978
chr22	17178586	0.259608	0.005562
chr22	17196300	0.245745	0.010161
chr22	17202602	0.286526	0.01171
chr22	17239552	0.707394	0.022297
chr22	17254399	0.247633	0.0328
chr22	17264904	0.971609	0.035401
chr22	17265194	0.26622	0.035683
chr22	17273728	12.55985	0.037955
chr22	17275394	1.80643	0.058879
chr22	17281931	0.756236	0.070688
chr22	17282666	0.734709	0.071244
chr22	17285049	1.03789	0.072995
chr22	17285949	1.28053	0.073929
chr22	17289118	0.956535	0.077987
chr22	17294251	0.237456	0.082897
chr22	17301217	1.800273	0.084551
chr22	17304246	0.402666	0.090004
chr22	17306104	1.08968	0.090752
chr22	17306270	0.618869	0.090933
chr22	17306941	0.209108	0.091348
chr22	17310741	0.317267	0.092143
chr22	17312596	0.203812	0.092731
chr22	17317233	0.524819	0.093676
chr22	17318150	1.024974	0.094158
chr22	17318333	0.587515	0.094345
chr22	17319156	0.413477	0.094829
chr22	17320986	0.386501	0.095585
chr22	17323181	0.500479	0.096434
chr22	17324504	0.469975	0.097096
chr22	17326181	1.288285	0.097884
chr22	17326432	2.137863	0.098207
chr22	17329601	2.489141	0.104982
chr22	17338134	2.182615	0.126222
chr22	17339404	2.966505	0.128994
chr22	17387757	2.70319	0.272433
chr22	17394989	1.120555	0.291983
chr22	17395610	0.573711	0.292679
chr22	17397875	0.957673	0.293978
chr22	17398490	1.805335	0.294567
chr22	17398508	1.8498	0.2946
chr22	17398800	0.462831	0.29514
chr22	17403936	1.306624	0.297517
chr22	17404511	0.706149	0.298268
chr22	17407349	1.628777	0.300272
chr22	17407566	0.312936	0.300626
chr22	17409957	1.065845	0.301374
chr22	17410126	1.005894	0.301554
chr22	17410373	2.896093	0.301802
chr22	17411899	1.001397	0.306222
chr22	17412216	16.215215	0.306539
chr22	17412806	27.297895	0.316106
chr22	17414103	2.0448	0.351512
chr22	17414640	1.16511	0.35261
chr22	17415572	0.37638	0.353696
chr22	17423369	0.958022	0.35663
chr22	17423930	0.362567	0.357168
chr22	17428815	1.374935	0.358939
chr22	17429075	1.115215	0.359296
chr22	17429434	0.485926	0.359697
chr22	17433210	0.380746	0.361532
