chr	pos	rate	map
chr19	261033	0.051075	0.0
chr19	280299	0.107044	0.000984
chr19	288246	2.252678	0.001835
chr19	292082	2.390212	0.010476
chr19	292901	1.992228	0.012434
chr19	293346	2.245616	0.01332
chr19	293671	2.439816	0.01405
chr19	293913	2.340064	0.01464
chr19	301619	3.68409	0.032673
chr19	301668	1.195494	0.032853
chr19	304499	0.475841	0.036238
chr19	316040	0.956018	0.04173
chr19	319822	0.259251	0.045345
chr19	331028	0.130822	0.04825
chr19	340700	0.39017	0.049516
chr19	342556	0.483201	0.05024
chr19	344053	2.263538	0.050963
chr19	352341	0.696228	0.069723
chr19	352660	0.35036	0.069945
chr19	354248	5.34607	0.070502
chr19	356003	8.870352	0.079884
chr19	358235	2.82454	0.099683
chr19	364695	4.105382	0.117929
chr19	366412	4.261795	0.124978
chr19	366451	0.89876	0.125145
chr19	366804	0.763982	0.125462
chr19	367313	8.711604	0.125851
chr19	372661	2.039545	0.17244
chr19	372875	73.708906	0.172877
chr19	374453	5.00037	0.289189
chr19	376382	4.250561	0.298835
chr19	379003	5.099913	0.309976
chr19	384644	0.324579	0.338744
chr19	388413	0.558977	0.339968
chr19	389873	11.097269	0.340784
chr19	390341	8.462472	0.345977
chr19	390627	11.757128	0.348398
chr19	391296	0.854727	0.356263
chr19	391569	5.71717	0.356497
chr19	401714	1.398016	0.414497
chr19	405929	33.834022	0.42039
chr19	406370	8.6991	0.435311
chr19	411849	0.176519	0.482973
chr19	416834	1.068464	0.483853
chr19	416963	0.793799	0.483991
chr19	417396	1.442731	0.484335
chr19	417556	1.482677	0.484565
chr19	417714	8.002091	0.4848
chr19	418178	9.193111	0.488513
chr19	419407	3.714962	0.499811
chr19	419498	0.879487	0.500149
chr19	420755	2.006429	0.501255
chr19	422238	0.946922	0.50423
chr19	431187	0.646315	0.512704
chr19	448173	14.375376	0.523682
chr19	452105	1.118632	0.580206
chr19	454430	0.138847	0.582807
chr19	472149	0.230567	0.585267
chr19	482221	5.96853	0.58759
chr19	495722	1.881657	0.668171
chr19	499978	0.649828	0.676179
chr19	501900	4.976863	0.677428
chr19	508626	0.644528	0.710902
chr19	509717	6.587575	0.711606
chr19	525739	2.511271	0.817152
chr19	538531	2.714725	0.849276
chr19	538994	0.823508	0.850533
chr19	539266	0.578548	0.850757
chr19	539871	0.750348	0.851107
chr19	542473	4.851336	0.853059
chr19	552650	1.480825	0.902431
chr19	552689	0.350916	0.902489
chr19	554919	6.523166	0.903272
chr19	556632	4.932878	0.914446
chr19	579100	5.747248	1.025278
chr19	588305	0.687428	1.078181
chr19	588860	4.795387	1.078563
chr19	605985	1.64582	1.160684
chr19	606021	2.717724	1.160743
chr19	607984	4.283155	1.166078
chr19	610847	49.39293	1.17834
chr19	614967	4.915863	1.381839
chr19	618159	0.679234	1.397531
chr19	623884	0.618127	1.401419
chr19	629303	3.182478	1.404769
chr19	630844	2.604028	1.409673
chr19	646900	16.589415	1.451484
chr19	647039	17.771836	1.453789
chr19	647251	2.358011	1.457557
chr19	651343	1.41605	1.467206
chr19	657666	0.21113	1.47616
chr19	661080	0.231761	1.476881
chr19	663929	1.27089	1.477541
chr19	663956	0.346677	1.477575
chr19	665186	0.265266	1.478002
chr19	670828	14.009638	1.479498
chr19	675513	0.181613	1.545133
chr19	682010	0.230403	1.546313
chr19	686181	0.214681	1.547274
chr19	691025	0.766145	1.548314
chr19	691909	2.891476	1.548991
chr19	717664	4.976368	1.623461
chr19	725939	1.460442	1.664641
chr19	726098	0.402064	1.664873
chr19	730297	3.523491	1.666561
chr19	734851	3.360795	1.682607
chr19	741758	0.755574	1.70582
chr19	743589	0.312121	1.707204
chr19	746206	1.853474	1.708021
chr19	750173	4.764288	1.715373
chr19	750583	3.681726	1.717327
chr19	751553	0.659864	1.720898
chr19	752878	0.973381	1.721772
chr19	753950	1.04783	1.722816
chr19	754785	1.135792	1.723691
chr19	756179	2.59479	1.725274
chr19	756985	49.477357	1.727365
chr19	759864	5.523464	1.869811
chr19	764389	0.889044	1.894804
chr19	765374	0.797849	1.89568
chr19	765568	0.532937	1.895835
chr19	766103	1.681225	1.89612
chr19	773437	2.960757	1.90845
chr19	776648	3.677	1.917957
chr19	780191	32.820567	1.930985
chr19	782854	0.912543	2.018386
chr19	788101	1.142045	2.023174
chr19	789890	6.230146	2.025217
chr19	797079	0.423903	2.070006
chr19	799770	0.392201	2.071146
chr19	803086	0.161245	2.072447
chr19	817708	0.25453	2.074805
chr19	823550	1.547725	2.076292
chr19	827655	0.331776	2.082645
chr19	829568	7.80501	2.08328
chr19	840984	0.366389	2.172382
chr19	844020	7.422929	2.173494
chr19	850023	1.139087	2.218054
chr19	850574	7.974981	2.218681
chr19	857215	1.097684	2.271643
chr19	859214	0.926444	2.273838
chr19	859831	3.303626	2.274409
chr19	865406	0.725584	2.292827
chr19	866018	0.341346	2.293271
chr19	868115	0.493632	2.293987
chr19	869037	0.29937	2.294442
chr19	876604	0.439291	2.296707
chr19	880602	1.04515	2.298464
chr19	881161	1.33259	2.299048
chr19	881413	0.522051	2.299384
chr19	885818	1.421525	2.301683
chr19	887128	0.889377	2.303545
chr19	890844	1.94603	2.30685
chr19	893910	8.21614	2.312817
chr19	896244	12.408485	2.331993
chr19	899978	0.776199	2.378327
chr19	906633	1.42908	2.383492
chr19	907673	1.14961	2.384978
chr19	910742	4.331986	2.388507
chr19	923744	0.387017	2.444831
chr19	927971	3.545894	2.446467
chr19	931523	3.609642	2.459062
chr19	939673	1.67216	2.488481
chr19	939697	3.5669	2.488521
chr19	945013	0.21231	2.507482
chr19	955552	1.744985	2.50972
chr19	955577	1.54786	2.509764
chr19	957385	1.988646	2.512562
chr19	960445	2.091817	2.518647
chr19	964434	0.977999	2.526992
chr19	967584	0.656281	2.530072
chr19	974967	6.424158	2.534918
chr19	984218	3.62202	2.594348
chr19	987571	1.853015	2.606492
chr19	988136	1.754265	2.607539
chr19	988261	2.66591	2.607758
chr19	992903	2.988925	2.620134
chr19	1002847	0.227366	2.649855
chr19	1005230	2.6186	2.650397
chr19	1006768	0.10029	2.654425
chr19	1014398	0.14792	2.65519
chr19	1018318	2.033057	2.65577
chr19	1022781	1.312486	2.664843
chr19	1038222	2.56946	2.685109
chr19	1038445	0.570425	2.685682
chr19	1041164	1.548065	2.687233
chr19	1041352	0.144249	2.687524
chr19	1046520	0.424852	2.68827
chr19	1047161	3.913642	2.688542
chr19	1051214	0.218273	2.704404
chr19	1053575	0.135602	2.704919
chr19	1059004	1.373416	2.705656
chr19	1064193	0.917744	2.712782
chr19	1073073	2.621656	2.720932
chr19	1076063	0.356589	2.728771
chr19	1086043	5.430254	2.732329
chr19	1090803	6.108471	2.758177
chr19	1095061	1.449592	2.784187
chr19	1095151	1.184067	2.784318
chr19	1095581	0.905053	2.784827
chr19	1095716	0.323076	2.784949
chr19	1101992	1.099999	2.786977
chr19	1102211	3.672206	2.787218
chr19	1103465	2.653658	2.791823
chr19	1107035	1.42026	2.801296
chr19	1107160	0.49372	2.801474
chr19	1110829	0.266721	2.803285
chr19	1120329	0.594447	2.805819
chr19	1122147	1.295893	2.8069
chr19	1123378	1.499292	2.808495
chr19	1124031	0.984693	2.809474
chr19	1127720	1.148536	2.813106
chr19	1130986	0.651275	2.816858
chr19	1135485	3.403981	2.819788
chr19	1146100	1.45441	2.855921
chr19	1146224	1.00491	2.856101
chr19	1152656	0.255979	2.862565
chr19	1170445	0.498271	2.867118
chr19	1175396	0.591478	2.869585
chr19	1184964	0.717756	2.875245
chr19	1185924	0.589204	2.875934
chr19	1189482	3.926895	2.87803
chr19	1192769	4.372169	2.890938
chr19	1207238	0.327879	2.954199
chr19	1221484	1.82236	2.95887
chr19	1238899	2.028072	2.990606
chr19	1244900	2.19408	3.002777
chr19	1250109	9.817352	3.014206
chr19	1263299	0.484447	3.143696
chr19	1271274	1.617455	3.14756
chr19	1272040	0.91022	3.148799
chr19	1283188	1.64733	3.158946
chr19	1283757	3.077305	3.159883
chr19	1294819	25.517485	3.193924
chr19	1302265	2.860525	3.383928
chr19	1308057	9.761362	3.400496
chr19	1310136	12.917313	3.42079
chr19	1313763	0.776048	3.467641
chr19	1322312	0.947607	3.474275
chr19	1325150	5.610024	3.476964
chr19	1339058	0.591133	3.554989
chr19	1340060	3.57465	3.555581
chr19	1341509	6.802365	3.560761
chr19	1351916	0.400033	3.631553
chr19	1357082	0.703448	3.633619
chr19	1357496	0.418638	3.633911
chr19	1358726	0.863044	3.634426
chr19	1360575	0.60905	3.636021
chr19	1364306	0.427698	3.638294
chr19	1371354	1.053371	3.641308
chr19	1372441	0.307295	3.642453
chr19	1374641	0.629034	3.643129
chr19	1375355	0.468346	3.643578
chr19	1376723	1.985639	3.644219
chr19	1384690	0.851456	3.660039
chr19	1388320	1.70863	3.663129
chr19	1388538	0.862417	3.663502
chr19	1391809	0.971983	3.666323
chr19	1396952	2.181195	3.671322
chr19	1397443	0.396892	3.672393
chr19	1410493	0.814369	3.677572
chr19	1413574	2.369254	3.680081
chr19	1427260	2.506748	3.712507
chr19	1434135	2.537636	3.729741
chr19	1444419	1.674833	3.755838
chr19	1448180	4.141531	3.762137
chr19	1451254	3.40509	3.774868
chr19	1475391	0.432771	3.857057
chr19	1481481	2.560301	3.859692
chr19	1489080	1.45532	3.879148
chr19	1495634	2.598271	3.888686
chr19	1497762	2.08993	3.894215
chr19	1505874	16.9281	3.911169
chr19	1508738	18.70519	3.959651
chr19	1512093	6.37974	4.022407
chr19	1517292	2.81964	4.055575
chr19	1518201	8.6194	4.058138
chr19	1525307	1.389752	4.119387
chr19	1525885	1.269811	4.120191
chr19	1526613	0.741516	4.121115
chr19	1530033	1.947445	4.123651
chr19	1530060	5.69439	4.123704
chr19	1535945	5.481072	4.157215
chr19	1536534	0.585575	4.160444
chr19	1537467	2.11831	4.16099
chr19	1538107	3.330679	4.162346
chr19	1539782	2.170838	4.167925
chr19	1546180	7.776663	4.181814
chr19	1550650	0.89265	4.216575
chr19	1580189	1.89278	4.242943
chr19	1580334	0.580302	4.243218
chr19	1586274	0.33023	4.246665
chr19	1589064	1.723409	4.247586
chr19	1599869	0.810645	4.266207
chr19	1630341	0.251021	4.290909
chr19	1634595	0.19036	4.291977
chr19	1642507	0.184046	4.293483
chr19	1650134	7.023941	4.294887
chr19	1673509	15.21934	4.459072
chr19	1673793	2.766025	4.463394
chr19	1676419	3.469445	4.470658
chr19	1676841	1.975965	4.472122
chr19	1682776	3.6317	4.483849
chr19	1684137	5.799617	4.488792
chr19	1695176	0.651625	4.552814
chr19	1699146	5.58779	4.555401
chr19	1705267	3.921155	4.589604
chr19	1707526	0.823941	4.598461
chr19	1709658	0.696941	4.600218
chr19	1712898	37.2351	4.602476
chr19	1716865	58.128763	4.750188
chr19	1721957	2.26397	5.046179
chr19	1723463	1.84149	5.049589
chr19	1723570	2.472655	5.049786
chr19	1726233	5.971904	5.056371
chr19	1735218	4.173327	5.110028
chr19	1743329	3.967128	5.143878
chr19	1745610	7.90851	5.152927
chr19	1765297	1.66954	5.308622
chr19	1766737	0.550826	5.311026
chr19	1770750	16.248888	5.313237
chr19	1773353	1.047333	5.355532
chr19	1773999	6.725057	5.356209
chr19	1782189	3.9684	5.411287
chr19	1782798	0.531425	5.413704
chr19	1783794	0.64558	5.414233
chr19	1784211	0.592494	5.414503
chr19	1784944	4.778897	5.414937
chr19	1792997	4.637967	5.453421
chr19	1796166	7.46371	5.468119
chr19	1807018	0.507105	5.549115
chr19	1808683	0.936522	5.54996
chr19	1808863	0.670135	5.550128
chr19	1811603	0.395451	5.551964
chr19	1817866	0.333908	5.554441
chr19	1828948	0.409357	5.558141
chr19	1833338	0.378602	5.559938
chr19	1837061	0.459242	5.561348
chr19	1839483	0.488064	5.56246
chr19	1843493	0.701794	5.564417
chr19	1847698	1.129666	5.567368
chr19	1859390	0.466921	5.580576
chr19	1867912	0.744499	5.584556
chr19	1871341	1.029343	5.587108
chr19	1873720	0.585006	5.589557
chr19	1880343	3.721624	5.593432
chr19	1882762	2.208157	5.602434
chr19	1884552	1.046233	5.606387
chr19	1904612	0.37224	5.627374
chr19	1907479	0.197176	5.628442
chr19	1916392	1.549545	5.630199
chr19	1916427	1.51447	5.630253
chr19	1916450	0.579511	5.630288
chr19	1917925	0.303787	5.631143
chr19	1920342	0.377335	5.631877
chr19	1922599	6.89961	5.632729
chr19	1922939	12.394893	5.635075
chr19	1924653	0.744244	5.656319
chr19	1925389	0.802004	5.656867
chr19	1925942	1.487825	5.657311
chr19	1925970	1.78328	5.657352
chr19	1926027	1.01438	5.657454
chr19	1929169	1.145738	5.660641
chr19	1931642	1.194888	5.663475
chr19	1933930	1.037194	5.666209
chr19	1937178	0.488891	5.669577
chr19	1952090	0.467653	5.676868
chr19	1961474	0.450065	5.681256
chr19	1965835	1.622671	5.683219
chr19	1966232	2.24797	5.683863
chr19	1981999	2.521331	5.719307
