chr	pos	rate	map
chr9	212908	1.329404	0.0
chr9	215269	0.405632	0.003139
chr9	223332	0.100382	0.006409
chr9	224976	0.278672	0.006574
chr9	236828	0.104151	0.009877
chr9	238389	1.553929	0.01004
chr9	240321	0.03838	0.013042
chr9	248030	0.194292	0.013338
chr9	257985	0.712466	0.015272
chr9	264347	0.085942	0.019805
chr9	266505	0.20998	0.01999
chr9	266999	0.100711	0.020094
chr9	268740	0.209938	0.020269
chr9	269510	10.112238	0.020431
chr9	270422	0.292947	0.029653
chr9	271132	5.408045	0.029861
chr9	271455	6.796225	0.031608
chr9	272191	6.45945	0.03661
chr9	272950	13.34826	0.041513
chr9	273160	10.294515	0.044316
chr9	274108	2.175613	0.054075
chr9	274433	0.496335	0.054782
chr9	274641	1.419126	0.054885
chr9	279149	0.357481	0.061283
chr9	279753	0.076818	0.061499
chr9	286491	3.619394	0.062016
chr9	286593	3.320545	0.062386
chr9	290670	0.127998	0.075923
chr9	293360	0.069267	0.076268
chr9	303396	0.391054	0.076963
chr9	303727	0.616465	0.077092
chr9	303851	0.302092	0.077169
chr9	307197	0.750623	0.07818
chr9	307266	2.113442	0.078231
chr9	312264	1.665758	0.088794
chr9	313666	0.181004	0.09113
chr9	316247	1.544608	0.091597
chr9	317417	0.47386	0.093404
chr9	327782	0.162865	0.098316
chr9	328634	0.191143	0.098454
chr9	329462	0.298776	0.098613
chr9	329830	1.455383	0.098723
chr9	331490	4.67758	0.101139
chr9	332639	4.849448	0.106513
chr9	334016	8.275424	0.113191
chr9	334337	0.654996	0.115847
chr9	334524	0.357846	0.11597
chr9	335545	0.256915	0.116335
chr9	336186	0.112105	0.1165
chr9	341063	2.850255	0.117046
chr9	343859	11.428936	0.125016
chr9	343981	0.634226	0.12641
chr9	344229	0.423279	0.126567
chr9	344690	21.387861	0.126763
chr9	345326	0.19143	0.140365
chr9	347559	0.154981	0.140793
chr9	349518	0.201548	0.141096
chr9	350139	0.126433	0.141221
chr9	351558	0.077031	0.141401
chr9	354913	5.912821	0.141659
chr9	355718	0.184161	0.146419
chr9	356655	0.168458	0.146592
chr9	357653	0.095857	0.14676
chr9	362209	28.794626	0.147197
chr9	362749	0.466232	0.162746
chr9	362917	0.271845	0.162824
chr9	363621	0.09379	0.163015
chr9	368128	0.107277	0.163438
chr9	370439	0.400822	0.163686
chr9	384134	0.958333	0.169175
chr9	386094	0.062117	0.171054
chr9	390512	0.148112	0.171328
chr9	391463	1.395479	0.171469
chr9	393339	1.578517	0.174087
chr9	395025	3.213955	0.176748
chr9	396380	0.133814	0.181103
chr9	398673	11.437002	0.18141
chr9	401382	1.034789	0.212393
chr9	406117	0.541554	0.217292
chr9	407575	0.689138	0.218082
chr9	408289	0.40465	0.218574
chr9	410312	0.062111	0.219393
chr9	417918	0.189985	0.219865
chr9	419153	0.435429	0.2201
chr9	419399	3.253686	0.220207
chr9	421860	0.184629	0.228214
chr9	422570	0.25188	0.228345
chr9	423052	0.116861	0.228467
chr9	424875	0.282808	0.22868
chr9	425228	4.189412	0.22878
chr9	428706	0.239586	0.24335
chr9	431860	0.246264	0.244106
chr9	432918	0.427291	0.244367
chr9	433978	0.155117	0.244819
chr9	436983	10.389789	0.245286
chr9	438295	0.123613	0.258917
chr9	440683	0.183152	0.259212
chr9	442030	0.045217	0.259459
chr9	449373	0.253365	0.259791
chr9	457290	0.615669	0.261797
chr9	459024	0.79475	0.262864
chr9	460072	0.460304	0.263697
chr9	464920	0.807356	0.265929
chr9	466816	0.814201	0.26746
chr9	468705	2.076535	0.268998
chr9	470035	56.7805	0.271759
chr9	470086	4.531091	0.274655
chr9	471158	2.380172	0.279513
chr9	473273	4.118595	0.284547
chr9	473379	0.928091	0.284983
chr9	474239	0.453716	0.285781
chr9	478153	0.862773	0.287557
chr9	478530	3.108044	0.287882
chr9	482282	0.20932	0.299544
chr9	483018	0.1673	0.299698
chr9	484169	0.418782	0.29989
chr9	484336	1.644973	0.29996
chr9	484850	0.554316	0.300806
chr9	489338	1.405719	0.303294
chr9	490071	12.550602	0.304324
chr9	493247	14.389835	0.344185
chr9	497479	1.67131	0.405083
chr9	500810	0.302126	0.41065
chr9	510546	0.476766	0.413591
chr9	511094	0.200618	0.413852
chr9	515616	0.175523	0.41476
chr9	517715	19.978302	0.415128
chr9	518675	2.77955	0.434307
chr9	518755	2.275251	0.43453
chr9	520886	1.268732	0.439378
chr9	523495	0.093336	0.442688
chr9	526772	0.278058	0.442994
chr9	533326	1.106688	0.444817
chr9	533804	1.48077	0.445346
chr9	534324	19.67249	0.446116
chr9	535492	1.22965	0.469093
chr9	535866	0.18973	0.469553
chr9	537031	0.067172	0.469774
chr9	543590	0.062628	0.470214
chr9	549518	0.085709	0.470586
chr9	552379	0.077278	0.470831
chr9	555631	1.054401	0.471082
chr9	559973	0.061527	0.47566
chr9	564373	1.025794	0.475931
chr9	568846	0.069961	0.48052
chr9	572816	0.018222	0.480797
chr9	601493	2.173926	0.48132
chr9	602204	1.95266	0.482866
chr9	602986	9.209308	0.484393
chr9	603264	0.331889	0.486953
chr9	615310	0.351718	0.490951
chr9	635677	0.020766	0.498114
chr9	658151	0.148842	0.498581
chr9	659124	0.140784	0.498726
chr9	661057	0.364536	0.498998
chr9	671186	0.604872	0.50269
chr9	675600	0.071915	0.50536
chr9	678088	0.077939	0.505539
chr9	680714	1.886748	0.505744
chr9	682528	0.103417	0.509166
chr9	684179	0.097713	0.509337
chr9	685902	0.443426	0.509505
chr9	686170	10.355392	0.509624
chr9	687265	0.386649	0.520963
chr9	687592	0.182269	0.52109
chr9	689340	0.493986	0.521408
chr9	689568	0.432203	0.521521
chr9	689740	0.064509	0.521595
chr9	694453	0.645137	0.521899
chr9	694511	0.122666	0.521937
chr9	696683	0.12758	0.522203
chr9	699065	0.600563	0.522507
chr9	699171	0.287543	0.522571
chr9	704075	5.31087	0.523981
chr9	705168	4.442194	0.529786
chr9	710966	0.743155	0.555541
chr9	712156	0.765462	0.556426
chr9	716570	0.800071	0.559805
chr9	719608	0.954662	0.562235
chr9	720832	0.461674	0.563404
chr9	723773	1.050217	0.564761
chr9	724217	1.672294	0.565228
chr9	725147	1.293335	0.566783
chr9	731332	12.716808	0.574782
chr9	733049	0.503506	0.596617
chr9	733212	0.172684	0.596699
chr9	734854	0.108086	0.596983
chr9	738434	0.281442	0.59737
chr9	738940	0.179722	0.597512
chr9	739913	0.230264	0.597687
chr9	740472	0.490598	0.597816
chr9	740592	0.196671	0.597874
chr9	741307	0.379087	0.598015
chr9	742884	0.954996	0.598613
chr9	743046	1.269943	0.598768
chr9	743353	16.931975	0.599157
chr9	745289	0.737808	0.631938
chr9	747276	0.698667	0.633404
chr9	749493	0.949889	0.634953
chr9	750892	0.174673	0.636282
chr9	753218	0.205723	0.636688
chr9	754527	6.704515	0.636957
chr9	755034	5.558145	0.640356
chr9	756415	0.764362	0.648032
chr9	760405	14.806265	0.651082
chr9	762654	0.838676	0.684381
chr9	762970	4.479666	0.684646
chr9	764050	1.693483	0.689484
chr9	764128	1.261057	0.689616
chr9	776349	1.343895	0.705028
chr9	783574	3.495006	0.714737
chr9	784064	8.364035	0.71645
chr9	788730	0.269107	0.755477
chr9	790234	2.41607	0.755881
chr9	791067	3.034708	0.757894
chr9	791858	6.598137	0.760294
chr9	792777	0.91159	0.766358
chr9	792987	7.480748	0.766549
chr9	798773	10.348968	0.809833
chr9	799579	1.665191	0.818174
chr9	799644	9.802123	0.818283
chr9	800919	8.387706	0.83078
chr9	802053	3.099622	0.840292
chr9	802325	3.537064	0.841135
chr9	802801	0.188	0.842819
chr9	804166	0.358192	0.843075
chr9	804436	1.001466	0.843172
chr9	811618	0.131269	0.850365
chr9	814210	0.117976	0.850705
chr9	816742	0.158528	0.851004
chr9	818693	0.148815	0.851313
chr9	822594	4.27404	0.851893
chr9	823064	10.809225	0.853902
chr9	828348	0.727221	0.911018
chr9	833828	0.727464	0.915003
chr9	839141	0.230568	0.918868
chr9	840247	3.053785	0.919123
chr9	844001	1.10153	0.930587
chr9	844487	0.555685	0.931123
chr9	845564	0.422244	0.931721
chr9	847292	0.373588	0.932451
chr9	849537	0.685623	0.933289
chr9	850258	0.329869	0.933784
chr9	853004	0.104011	0.93469
chr9	855091	1.516697	0.934907
chr9	856658	1.849391	0.937283
chr9	857511	1.397295	0.938861
chr9	860584	2.055016	0.943155
chr9	863635	3.662032	0.949425
chr9	866617	0.848285	0.960345
chr9	869722	2.275025	0.962979
chr9	869950	1.812038	0.963497
chr9	870027	0.615327	0.963637
chr9	872364	2.148949	0.965075
chr9	872418	0.547461	0.965191
chr9	875134	1.773034	0.966678
chr9	875364	0.661316	0.967086
chr9	875947	0.780292	0.967471
chr9	876308	1.057083	0.967753
chr9	876418	1.44181	0.967869
chr9	876463	0.75307	0.967934
chr9	877032	0.710122	0.968363
chr9	877740	1.49267	0.968865
chr9	877871	0.715247	0.969061
chr9	879935	7.380315	0.970537
chr9	883226	1.821577	0.994826
chr9	885936	1.767029	0.999762
chr9	892241	1.072191	1.010903
chr9	894409	0.780778	1.013228
chr9	897949	7.0184	1.015992
chr9	900015	9.107073	1.030492
chr9	901649	16.355984	1.045373
chr9	902302	20.96722	1.056053
chr9	902888	23.19264	1.06834
chr9	904078	2.20754	1.095939
chr9	904106	12.89991	1.096001
chr9	905068	2.930295	1.108411
chr9	905937	4.02172	1.110957
chr9	907561	0.611706	1.117488
chr9	907988	0.142953	1.11775
chr9	916141	0.380298	1.118915
chr9	917348	0.191089	1.119374
chr9	921597	0.660752	1.120186
chr9	921872	0.44089	1.120368
chr9	922574	12.386046	1.120677
chr9	923017	0.646171	1.126164
chr9	923342	0.365433	1.126374
chr9	924525	0.578117	1.126807
chr9	925305	2.31028	1.127258
chr9	930033	2.625507	1.138181
chr9	930145	2.648285	1.138475
chr9	939156	0.303829	1.162338
chr9	941570	0.251721	1.163072
chr9	943611	1.065762	1.163586
chr9	946041	1.105358	1.166175
chr9	947880	0.792662	1.168208
chr9	952277	13.637085	1.171693
chr9	953057	9.859195	1.18233
chr9	953141	10.19871	1.183159
chr9	953280	1.87566	1.184576
chr9	953465	0.159231	1.184923
chr9	955794	0.134268	1.185294
chr9	960479	0.300662	1.185923
chr9	962184	0.176654	1.186436
chr9	967606	0.180847	1.187393
chr9	972476	2.70717	1.188274
chr9	978833	0.125538	1.205484
chr9	985569	0.457469	1.206329
chr9	985979	0.770078	1.206517
chr9	986085	0.182507	1.206599
chr9	988817	3.545741	1.207097
chr9	991114	0.190854	1.215242
chr9	996439	0.230027	1.216258
chr9	1000520	0.547683	1.217197
chr9	1001254	1.140444	1.217599
chr9	1001309	0.978278	1.217661
chr9	1001397	1.069114	1.217748
chr9	1002280	1.133769	1.218692
chr9	1005131	1.44522	1.221924
chr9	1007923	82.21656	1.225959
chr9	1008812	1.572551	1.29905
chr9	1009833	0.183869	1.300655
chr9	1012154	0.227895	1.301082
chr9	1013449	0.153705	1.301377
chr9	1016842	0.103298	1.301898
chr9	1022561	0.217109	1.302489
chr9	1024120	0.419969	1.302828
chr9	1024471	0.20046	1.302975
chr9	1026476	2.26136	1.303377
chr9	1029942	8.805962	1.311215
chr9	1032153	6.123684	1.330685
chr9	1032567	1.504482	1.33322
chr9	1037639	1.57796	1.340851
chr9	1042166	0.597936	1.347994
chr9	1042284	13.945145	1.348065
chr9	1043752	1.84125	1.368536
chr9	1045596	0.808318	1.371932
chr9	1048496	17.529745	1.374276
chr9	1050981	1.485975	1.417837
chr9	1052722	0.251336	1.420424
chr9	1053465	0.335895	1.420611
chr9	1053910	1.61665	1.42076
chr9	1056101	2.467996	1.424302
chr9	1057204	4.769704	1.427025
chr9	1057318	1.649265	1.427568
chr9	1057351	0.969566	1.427623
chr9	1057797	55.025914	1.428055
chr9	1058914	12.25737	1.489519
chr9	1062218	1.131915	1.530018
chr9	1062695	1.195959	1.530558
chr9	1062999	1.142777	1.530921
chr9	1063193	0.431203	1.531143
chr9	1064985	0.127901	1.531915
chr9	1069663	2.445874	1.532514
chr9	1070591	1.424542	1.534784
chr9	1070775	7.320963	1.535046
chr9	1073114	1.033428	1.552169
chr9	1073148	1.063349	1.552205
chr9	1073287	2.580344	1.552352
chr9	1073696	17.293036	1.553408
chr9	1076795	1.567568	1.606999
chr9	1077862	19.041405	1.608671
chr9	1078608	114.767024	1.622876
chr9	1080866	3.368463	1.88202
chr9	1081020	2.592775	1.882539
chr9	1081038	2.877823	1.882586
chr9	1081794	1.661859	1.884761
chr9	1085999	8.190505	1.891749
chr9	1086107	0.336581	1.892634
chr9	1088864	0.453957	1.893562
chr9	1090529	0.671948	1.894318
chr9	1091703	18.400044	1.895107
chr9	1094644	6.228896	1.949221
chr9	1094973	0.741038	1.951271
chr9	1095101	0.341223	1.951365
chr9	1095922	0.324323	1.951646
chr9	1097089	4.667445	1.952024
chr9	1099073	2.62809	1.961284
chr9	1099806	188.259015	1.963211
chr9	1100738	133.717325	2.138668
chr9	1102058	1.330751	2.315175
chr9	1103477	1.109671	2.317063
chr9	1115880	2.605932	2.330826
chr9	1115998	12.288489	2.331134
chr9	1116335	9.893678	2.335275
chr9	1117295	0.432134	2.344773
chr9	1117582	0.565128	2.344897
chr9	1117735	0.205735	2.344984
chr9	1118896	1.251786	2.345222
chr9	1120602	2.077817	2.347358
chr9	1121085	0.586719	2.348362
chr9	1124027	2.022658	2.350088
chr9	1124076	1.762524	2.350187
chr9	1124087	0.504008	2.350206
chr9	1124136	0.327825	2.350231
chr9	1124322	0.104006	2.350292
chr9	1125972	1.577967	2.350463
chr9	1128641	0.654449	2.354675
chr9	1130580	0.43561	2.355944
chr9	1140614	0.1202	2.360315
chr9	1142276	4.046906	2.360515
chr9	1142407	0.804937	2.361045
chr9	1152096	1.695404	2.368844
chr9	1152214	1.740608	2.369044
chr9	1152396	1.975064	2.369361
chr9	1156520	0.639739	2.377506
chr9	1159236	0.156585	2.379243
chr9	1161604	0.209494	2.379614
chr9	1162361	0.415258	2.379773
chr9	1162524	0.712534	2.379841
chr9	1162556	0.092583	2.379863
chr9	1166086	0.195843	2.38019
chr9	1166780	0.092743	2.380326
chr9	1168939	0.285361	2.380526
chr9	1169183	0.29005	2.380596
chr9	1169485	0.177827	2.380684
chr9	1170227	0.13243	2.380815
chr9	1171650	0.206428	2.381004
chr9	1172430	0.134353	2.381165
chr9	1174357	8.873833	2.381424
chr9	1177927	29.339287	2.413103
chr9	1179531	1.77098	2.460164
chr9	1180114	1.825105	2.461196
chr9	1180705	0.897465	2.462275
chr9	1183870	1.938224	2.465115
