Position(bp)	Rate(cM/Mb)	Map(cM)	Filtered
   149609	0.433340585981	0.0	0
   149636	0.429510822842	1.17009848682e-05	0
   151865	0.42799046461	0.000969080185591	0
   153012	0.427855749324	0.00145998461341	0
   155815	0.428664041042	0.00265926435575	0
   165632	0.462015696924	0.00686746005495	0
   167510	0.538110588649	0.0077351246485	0
   169141	0.679176738458	0.00861278319179	0
   170824	0.671286271688	0.00975583854713	0
   175522	0.656967961257	0.0129095407202	0
   177748	0.656987206298	0.0143719521333	0
   178170	0.655928729049	0.0146492000415	0
   180959	0.659623776902	0.016478585517	0
   181089	0.660701499192	0.0165643356458	0
   183917	0.802402735351	0.0184328001013	0
   184034	0.932152801109	0.0185266812599	0
   184683	1.23293354536	0.0191316491206	0
   186782	1.24326813232	0.0217195759587	0
   187187	1.25235179163	0.0222230993599	0
   187344	1.26351391535	0.0224197182447	0
   187649	5.04801271857	0.0228050905663	0
   187837	64.5794675411	0.0237541174192	0
   188609	64.5794675411	0.0736094658991	0
   188878	64.5794675411	0.0909813427061	0
   188937	64.5794675411	0.0947915317144	0
   188969	64.5794675411	0.096858073829	0
   189113	64.5794675411	0.106157518156	0
   190044	21.5314479859	0.166281002398	0
   190248	7.87634090963	0.170673417402	0
   191331	8.08099267457	0.179203495031	0
   191736	8.13495576926	0.182476297064	0
   192106	10.0954288409	0.185486229159	0
   192148	10.1512202144	0.185910237824	0
   192157	10.2410753104	0.186001599807	0
   192288	10.1658079554	0.187343179306	0
   192300	9.99435388605	0.187465169772	0
   192338	8.17494696426	0.187844955258	0
   192664	3.0789948488	0.190509987352	0
   192695	0.341599476003	0.190605436982	0
   194090	0.333401088579	0.191081967288	0
   194555	0.325568356932	0.191236999564	0
   195635	0.321757838834	0.191588612235	0
   196027	0.318024300899	0.191714742309	0
   199199	0.316157531931	0.192723515391	0
   199964	0.315368485254	0.192965375518	0
   203397	0.315387730295	0.194048036086	0
   203878	0.316523187708	0.194199737046	0
   204072	0.316523187708	0.194261142198	0
   204909	1.80027735114	0.19452607328	0
   205213	13.3151819188	0.195073357979	0
   205800	13.3151819188	0.202889369535	0
   206015	13.3151819188	0.205752132878	0
   206092	13.3151819188	0.206777402809	0
   206385	9.05452231362	0.210678749803	0
   206528	5.15097368739	0.211973546532	0
   206599	2.21062011324	0.212339265818	0
   206860	1.92571652774	0.212916237917	0
   208304	2.56938616573	0.215696973122	0
   208822	4.57300661903	0.217027913963	0
   209159	4.56500068202	0.218569018348	0
   209462	4.24593714891	0.219952213324	0
   209980	2.88283014689	0.222151607805	0
   211182	2.59902352872	0.225616769795	0
   211765	2.58387768153	0.227132001148	0
   211941	2.57956679237	0.227586763389	0
   212548	2.34298750456	0.229152561086	0
   212595	2.12024540117	0.22926268121	0
   213426	2.10432975234	0.231024605119	0
   213983	2.16949346084	0.232196716637	0
   214905	3.14833473117	0.234196990378	0
   215423	11.5954835539	0.235827826691	0
   217201	11.5935590499	0.256444596373	0
   217334	11.5935590499	0.257986539842	0
   218860	8.50713561526	0.275678311568	0
   218937	5.93651776691	0.276333360799	0
   220026	4.96167946508	0.28279822807	0
   220549	1.3790034058	0.285393187046	0
   221828	1.44701538035	0.287156931536	0
   222602	3.27845045271	0.288276921709	0
   223174	3.27683386927	0.29015219506	0
   223584	3.23176198348	0.291495697139	0
   224646	3.22271681426	0.294927828866	0
   224716	3.2236790663	0.295153419236	0
   224755	3.22646959723	0.295279143239	0
   225044	3.23058803599	0.296211592414	0
   226015	3.40075268764	0.299348493666	0
   227053	5.23799976235	0.302878474879	0
   227205	5.633543088	0.303674649919	0
   227241	5.78842717717	0.303877458009	0
   227277	5.83051608163	0.304085841387	0
   227293	5.79891572447	0.304179129798	0
   227296	5.78881207799	0.304196527315	0
   227528	5.84725926721	0.305539530948	0
   228345	5.93149481124	0.310316740922	0
   229169	5.92701071671	0.315204294263	0
   229191	5.93663323716	0.315334687113	0
   229318	5.96163254529	0.316088640458	0
   229974	5.99900641472	0.319999471408	0
   230527	6.05754982914	0.323316921936	0
   230572	6.09128638584	0.32358951062	0
   231374	6.01850164115	0.328474723764	0
   231579	4.74476860908	0.329708515638	0
   231878	2.12020691109	0.331127202318	0
   232535	0.114854404101	0.332520177624	0
   232895	0.10757977864	0.332561525594	0
   233229	0.105886215041	0.332597456086	0
   233675	0.105616784468	0.332644681491	0
   233750	0.105520559263	0.33265260275	0
   234628	0.10673299684	0.332745250302	0
   235602	3.06173204711	0.332849208164	0
   236425	3.06269429916	0.33536901333	0
   236731	3.06352183592	0.33630619871	0
   237124	3.06373353137	0.337510162695	0
   237215	3.06373353137	0.337788961754	0
   237332	3.05828718479	0.338147417961	0
   239353	2.77586620956	0.344328216881	0
   239373	2.47722166485	0.344383734975	0
   239528	1.97531099814	0.344767704333	0
   239854	1.73613362981	0.345411654949	0
   240305	1.58182689186	0.346194650985	0
   240402	1.48219531512	0.346348087847	0
   240484	1.39543867073	0.346469627978	0
   240856	1.36189456444	0.346988732164	0
   241477	1.36195229956	0.347834468958	0
   241708	1.36131721321	0.348149079189	0
   242049	1.36058590166	0.348613288821	0
   246178	1.36047043141	0.3542311472	0
   247551	1.36064363678	0.356099072795	0
   247899	1.35985459011	0.356572577781	0
   248717	1.35998930539	0.357684939221	0
   249597	1.3589115831	0.358881728655	0
   249687	1.35696783397	0.35900403089	0
   250619	1.34361177558	0.360268724526	0
   252145	1.33614469972	0.362319077712	0
   253272	1.33564432865	0.363824911711	0
   253428	1.32332750247	0.364033271995	0
   254424	1.22046275886	0.365351307111	0
   255796	1.19121029669	0.367025781555	0
   256281	1.21953899689	0.367603519607	0
   257216	6.23895358468	0.368743788281	0
   274847	6.23785661735	0.478742778258	0
   281240	6.23691361034	0.518621395536	0
   281261	6.23718304092	0.518752371511	0
   293332	5.39459666016	0.59404140794	0
   302973	0.587166197907	0.646050713359	0
   309029	0.587839774339	0.649606592624	0
   312247	0.586877522294	0.651498260825	0
   323084	0.585799800003	0.657858252245	0
   328303	0.585183958694	0.660915540613	0
   350816	0.586203945862	0.674089787248	0
   357143	0.587031482621	0.677798701153	0
   364476	4.38517501983	0.682103403034	0
   366602	8.78051142127	0.691426283972	0
   378970	8.77011909918	0.800023649923	0
   379638	8.72591324023	0.805882088634	0
   381283	8.15235328624	0.820236216011	0
   382897	5.94281089529	0.833394113984	0
   383106	3.14248423874	0.83463616198	0
   383546	2.5823573233	0.836018854661	0
   383649	2.27206952884	0.836284838446	0
   384521	2.27276235031	0.838266082691	0
   385687	2.27509100026	0.840916122898	0
   385735	2.27705399443	0.841025326958	0
   386636	2.27843963738	0.843076954166	0
   387021	2.27811247168	0.843954152753	0
   389147	2.27880529316	0.848797419406	0
   389319	2.27953660471	0.849189373532	0
   389630	2.28067206212	0.849898310801	0
   390105	2.27949811463	0.85098162955	0
   394293	2.27890151836	0.86052816673	0
   395634	2.2729932908	0.863584175302	0
   397290	2.2729932908	0.867348251268	0
   397478	2.272146509	0.867775573929	0
   398775	2.27520647051	0.870722547798	0
   400366	2.28862026402	0.874342401427	0
   401070	2.37722443233	0.875953590478	0
   402400	2.36500383135	0.879115298588	0
   403604	2.34073583478	0.881962764047	0
   403799	2.23511905031	0.882419206381	0
   404632	2.19716782965	0.884281060165	0
   405457	1.72616469863	0.886093723624	0
   405873	1.55511477509	0.886811809986	0
   405900	1.41837875949	0.886853796892	0
   407365	0.814892766896	0.888931722448	0
   408012	0.757119154109	0.889458957664	0
   408079	0.699903647509	0.889509683743	0
   408246	0.691628279921	0.889626568499	0
   409119	0.678233731454	0.890230360488	0
   410417	0.670016098989	0.891110707563	0
   410493	0.664588997454	0.891161628017	0
   410513	0.661625261156	0.891174920567	0
   410848	0.659354346329	0.891396565703	0
   411064	0.656640795562	0.891538984779	0
   411554	0.655582318312	0.891860738769	0
   411954	0.67773336039	0.892122971696	0
   412741	0.63652972782	0.892656348005	0
   413536	0.622403867798	0.893162388657	0
   413666	0.607161795404	0.893243302507	0
   414123	0.59170802756	0.893520775582	0
   414679	0.550042514008	0.893849763783	0
   417336	0.519462144016	0.89531122834	0
   417727	0.488766303778	0.895514336653	0
   420756	0.490902503318	0.896994811461	0
   420768	0.490421377295	0.897000700444	0
   421317	0.501660481182	0.897269942415	0
   422408	1.54911032233	0.897817254058	0
   422839	2.84228084571	0.898484920337	0
   425422	1.70018389341	0.905826532012	0
   425592	0.605333516518	0.906115563659	0
   427152	0.579410446424	0.907059883174	0
   428486	0.575984829143	0.907832817903	0
   428722	0.578929320401	0.907968749476	0
   428983	0.578736869992	0.90811984999	0
   431891	0.578736869992	0.90980281727	0
   432573	0.578448194379	0.910197515738	0
   433201	0.578390459256	0.910560781281	0
   434364	0.578390459256	0.911233449347	0
   434915	0.578390459256	0.911552141451	0
   437421	0.578390459256	0.913001589404	0
   438372	0.578390459256	0.913551637692	0
   439985	0.578332724133	0.914484581464	0
   440420	0.578852340238	0.914736156488	0
   441780	0.581796831496	0.915523396056	0
   441883	0.588628821016	0.915583321264	0
