Position(bp)	Rate(cM/Mb)	Map(cM)	Filtered
    10679	0.169994083437	0.0	0
    13034	0.119723654173	0.000400335191137	0
    13697	0.0635258160849	0.000479712449047	0
    66996	0.085434719585	0.00386557592096	0
    82931	0.130903197397	0.00522697667694	0
    82977	0.171819825395	0.00523299912439	0
    87505	0.222090254659	0.00601100029418	0
    94014	0.232844625099	0.00745658526155	0
   112535	0.233494889358	0.0117691003129	0
   116023	0.23397008247	0.0125835312873	0
   120465	0.236020915903	0.0136228261435	0
   122301	0.239472318509	0.0140561597448	0
   132301	0.240847877519	0.0164508829299	0
   136305	0.240972928338	0.0174152373313	0
   138601	0.24144812145	0.0179685121751	0
   139496	0.241573172269	0.0181846074935	0
   139767	0.241698223088	0.0182500740983	0
   144042	0.278288092747	0.019283334002	0
   145652	0.449032481098	0.0197313785817	0
   150390	0.925401071243	0.0218588931766	0
   150399	1.37788495495	0.0218672215611	0
   152402	1.59712405093	0.0246271256511	0
   155280	1.05657938044	0.0292236486197	0
   155566	0.3888330168	0.0295258314229	0
   157275	0.0203082530161	0.0301903464734	0
   159382	0.00995404519755	0.0302331363627	0
   160887	0.00995404519755	0.0302481174508	0
   162214	0.00995404519755	0.0302613253183	0
   164130	0.00995404519755	0.0302803980692	0
   165453	0.00995404519755	0.0302935659205	0
   165503	0.00995404519755	0.0302940636227	0
   166277	0.00992903503374	0.0303017692542	0
   168247	0.00995404519755	0.0303213297033	0
   174203	0.00995404519755	0.0303806162966	0
   180584	0.00995404519755	0.0304441321086	0
   181870	0.0101041061804	0.0304569323105	0
   184476	0.0104042281462	0.030483265512	0
   191652	0.0284115460915	0.030557925853	0
   193162	0.0700534688401	0.030600825787	0
   193365	0.103942240807	0.0306150465661	0
   195644	0.135004864262	0.0308519328337	0
   196829	0.173645567353	0.0310119128475	0
   199945	0.198830802313	0.0315529927355	0
   202494	0.220339543192	0.0320598112001	0
   208222	0.215287490102	0.0333219166037	0
   208998	0.210810670779	0.033488979496	0
   212756	0.198880822641	0.0342812064469	0
   213151	0.187576228597	0.0343597633715	0
   213592	0.176496726028	0.0344424844883	0
   213827	0.16771815853	0.0344839613439	0
   214959	0.157964194643	0.0346738184995	0
   214991	0.145384082245	0.0346788730536	0
   215974	0.129527638387	0.0348217861316	0
   220341	0.0767311825781	0.0353874335036	0
   220658	0.0285365969106	0.0354117583889	0
   221350	0.00475193112446	0.0354315039132	0
   227553	0.0044518091587	0.0354609808923	0
   229038	0.0044518091587	0.0354675910786	0
   231063	0.0044518091587	0.0354766072426	0
   234502	0.0044518091587	0.0354919159639	0
   248254	0.0044518091587	0.0355531383439	0
   248279	0.0044518091587	0.0355532483886	0
   249939	0.0044518091587	0.035560638892	0
   250058	0.0044518091587	0.0355611691075	0
   252559	0.00450182948633	0.0355723036324	0
   259434	0.00450182948633	0.0356032537101	0
   264012	0.149310677963	0.0356238620851	0
   264954	0.553024742232	0.0357645142444	0
   268992	0.593291105971	0.0379976267529	0
   274474	0.623928556642	0.0412500484958	0
   274753	0.63290720545	0.041424124238	0
   276848	1.002007203	0.0427500655837	0
   277265	1.38928958965	0.0431679028875	0
   277763	1.53102218797	0.0438597690531	0
   277890	1.62020843213	0.0440542080707	0
   283900	1.01618796588	0.0537916602476	0
   284738	0.410266727188	0.0546432263132	0
   285561	0.268909281317	0.0549808760298	0
   286176	0.227467439879	0.055146255738	0
   286971	0.215487571412	0.0553270917274	0
   287705	0.210210426848	0.0554852610054	0
   288280	0.206258820965	0.0556061301251	0
   293384	10.1805872614	0.0566588754474	0
   294021	10.1918168249	0.0631439108835	0
   294495	10.2022710734	0.0679748316083	0
   295246	10.1951181665	0.0756367378097	0
   296341	1.32894006436	0.086800392077	0
   297805	1.21947057736	0.0887459602312	0
   298220	1.0464502641	0.0892520383949	0
   298506	0.867102379395	0.0895513250212	0
   298620	0.724319354187	0.0896501751926	0
   298672	0.558501968107	0.0896878379983	0
   300934	0.380604672905	0.0909511689	0
   303389	0.369300078862	0.091885553622	0
   303811	0.364223015608	0.0920413994558	0
   304226	0.362022121192	0.0921925508818	0
   304425	0.362022121192	0.0922645951597	0
   307022	0.432750864455	0.0932047647327	0
   307134	0.501003601501	0.0932532344302	0
   307362	0.580585942754	0.0933674633513	0
   307648	0.664445022018	0.0935335108309	0
   307769	0.765786205789	0.0936139085035	0
   308135	0.850795752589	0.0938941849043	0
   310204	0.849170091941	0.095654482767	0
   310457	0.849420193579	0.0958693225752	0
   312577	0.851245935537	0.0976700918849	0
   312717	0.853671921427	0.0977892678165	0
   313250	0.853972043393	0.0982442752257	0
   314442	0.961440717297	0.0992622089011	0
   314443	1.07283598692	0.0992631717924	0
   316349	2.79551106019	0.101307995283	0
   316558	3.56587412596	0.10189225772	0
   317791	3.51452825965	0.106288979491	0
   319935	3.48286539226	0.113824129181	0
   320993	3.47183591002	0.117509001666	0
   321052	3.47146075756	0.11771383991	0
   321998	3.46858458873	0.120997841986	0
   322522	3.46658377562	0.122815380611	0
   323247	3.46955998511	0.125328651972	0
   323943	3.46961000544	0.127743465822	0
   325455	3.46840951758	0.132989517751	0
   326772	3.45635461862	0.137557411585	0
   327829	3.4495268439	0.141210778767	0
   330492	3.45232798225	0.150396869378	0
   330655	3.45185278913	0.150959598063	0
   331506	3.45165270782	0.153897124337	0
   331827	3.45230297208	0.155005104606	0
   332469	3.45232798225	0.157221482814	0
   332483	3.45140260619	0.157269817456	0
   332528	3.45185278913	0.157425130574	0
   333739	3.45185278913	0.161605324351	0
   334742	3.45080236225	0.165067531348	0
   334758	3.44935177275	0.165122743786	0
   335099	3.44637556326	0.166298974291	0
   335657	3.43592131479	0.168222050805	0
   335732	3.43251993251	0.168479745529	0
   337543	1.84107318876	0.174696039252	0
   337772	0.937556010856	0.175117645587	0
   338113	0.713239851618	0.175437350511	0
   338297	0.639209766731	0.175568586344	0
   339756	0.637934248377	0.176501195344	0
   340963	0.633907612003	0.177271180757	0
   341466	0.63565832347	0.177590037836	0
   341889	0.637484065428	0.177858919606	0
   342424	0.644361860477	0.178199973206	0
   342971	0.635783374289	0.178552438944	0
   342992	0.630231117922	0.17856579187	0
   343238	0.624928963194	0.178720827374	0
   343869	0.624303709099	0.179115157625	0
   343982	0.622903139925	0.179185703794	0
   345142	0.652165031586	0.179908272437	0
   345320	0.710013540486	0.180024357112	0
   345526	0.792797182707	0.180170621552	0
   346821	3.39890627234	0.181197293779	0
   349426	84.2895291942	0.190051444493	0
   350427	84.2895291942	0.274425262942	0
   351004	84.2895291942	0.323060320111	0
   351114	1.78394997461	0.332332168072	0
   352074	1.76561752454	0.334044761549	0
   352095	1.73865656795	0.334081839117	0
   352577	1.73500508403	0.334919872183	0
   353288	1.73690585648	0.336153460997	0
   354264	1.73960695417	0.337848679913	0
   354439	1.73960695417	0.33815311113	0
   354542	1.7396569745	0.338332291446	0
   355222	1.7391067509	0.339515257189	0
   355410	1.74010715745	0.339842210058	0
   355944	1.74008214729	0.34077142768	0
   356095	1.74008214729	0.341034179459	0
   356374	1.74013216761	0.341519661753	0
   356596	1.74013216761	0.341905971245	0
   357247	1.73540524665	0.34303879661	0
   357570	1.73095343749	0.343599334406	0
   359079	1.73117852897	0.346211343393	0
   359141	1.73172875257	0.346318674511	0
   359196	1.74288328563	0.346413920718	0
   359884	4.83388943127	0.347613023018	0
   360161	5.28412240024	0.348952012166	0
   360971	5.68073357798	0.35323215156	0
   361365	5.68290946223	0.355470358639	0
   361437	5.68798652549	0.355879529921	0
   361451	5.68608575304	0.355959159782	0
   361934	5.68896192188	0.358705540876	0
   362199	5.68896192188	0.360213116036	0
   362623	5.69151295858	0.362625236291	0
   362697	5.69151295858	0.363046407449	0
   362857	5.69058758252	0.363957050023	0
   363350	5.32078730038	0.366762510126	0
